timeframe,setup,side,rr,feature,bucket,trades,wins,losses,win_rate,win_rate_pct,thr_lo,thr_hi
1h,DL,short,1.5,rsi,low20,49,19,30,0.3877551020408163,"38,8%",,25.08627555083613
1h,DL,short,1.5,rsi,high20,49,25,24,0.5102040816326531,51%,43.341451917033325,
1h,DL,short,1.5,rsi,low25,61,24,37,0.39344262295081966,"39,3%",,26.871812454463598
1h,DL,short,1.5,rsi,high25,61,30,31,0.4918032786885246,"49,2%",41.89000000000004,
1h,DL,short,1.5,rsi,low30,73,30,43,0.410958904109589,"41,1%",,28.525013700774977
1h,DL,short,1.5,rsi,high30,73,33,40,0.4520547945205479,"45,2%",39.87489911218713,
1h,DL,short,1.5,rsi,low40,97,36,61,0.3711340206185567,"37,1%",,32.36941710825127
1h,DL,short,1.5,rsi,high40,97,44,53,0.4536082474226804,"45,4%",37.66465263791469,
1h,DL,short,1.5,rsi,low50,121,45,76,0.371900826446281,"37,2%",,35.40538479139636
1h,DL,short,1.5,rsi,high50,121,52,69,0.4297520661157025,43%,35.40538479139636,
1h,DL,short,1.5,rsi,low60,145,53,92,0.36551724137931035,"36,6%",,37.66465263791469
1h,DL,short,1.5,rsi,high60,145,61,84,0.4206896551724138,"42,1%",32.36941710825127,
1h,DL,short,1.5,pos_in_range_n,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,pos_in_range_n,low15,37,9,28,0.24324324324324326,"24,3%",,0.1267942583732057
1h,DL,short,1.5,pos_in_range_n,high15,37,15,22,0.40540540540540543,"40,5%",0.3887722697669361,
1h,DL,short,1.5,pos_in_range_n,low20,49,13,36,0.2653061224489796,"26,5%",,0.1490175010847774
1h,DL,short,1.5,pos_in_range_n,high20,49,21,28,0.42857142857142855,"42,9%",0.3680198126413253,
1h,DL,short,1.5,pos_in_range_n,low25,61,14,47,0.22950819672131148,23%,,0.1737958409858394
1h,DL,short,1.5,pos_in_range_n,high25,61,27,34,0.4426229508196721,"44,3%",0.3320574638365566,
1h,DL,short,1.5,pos_in_range_n,low30,73,21,52,0.2876712328767123,"28,8%",,0.1932849917738166
1h,DL,short,1.5,pos_in_range_n,high30,73,35,38,0.4794520547945205,"47,9%",0.3139577039274915,
1h,DL,short,1.5,pos_in_range_n,low40,97,29,68,0.29896907216494845,"29,9%",,0.2182773647782608
1h,DL,short,1.5,pos_in_range_n,high40,97,50,47,0.5154639175257731,"51,5%",0.2735840608909796,
1h,DL,short,1.5,pos_in_range_n,low50,121,37,84,0.30578512396694213,"30,6%",,0.246440085975283
1h,DL,short,1.5,pos_in_range_n,high50,121,60,61,0.49586776859504134,"49,6%",0.246440085975283,
1h,DL,short,1.5,pos_in_range_n,low60,145,48,97,0.3310344827586207,"33,1%",,0.2735840608909796
1h,DL,short,1.5,pos_in_range_n,high60,145,68,77,0.4689655172413793,"46,9%",0.2182773647782608,
1h,DL,short,1.5,dist_to_high_n_pct,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,dist_to_high_n_pct,low15,37,17,20,0.4594594594594595,"45,9%",,1.1869990037643576
1h,DL,short,1.5,dist_to_high_n_pct,high15,37,13,24,0.35135135135135137,"35,1%",4.798930800315074,
1h,DL,short,1.5,dist_to_high_n_pct,low20,49,20,29,0.40816326530612246,"40,8%",,1.303986626300921
1h,DL,short,1.5,dist_to_high_n_pct,high20,49,16,33,0.32653061224489793,"32,7%",4.330780296255982,
1h,DL,short,1.5,dist_to_high_n_pct,low25,61,24,37,0.39344262295081966,"39,3%",,1.5446513185148163
1h,DL,short,1.5,dist_to_high_n_pct,high25,61,21,40,0.3442622950819672,"34,4%",3.918376439248742,
1h,DL,short,1.5,dist_to_high_n_pct,low30,73,31,42,0.4246575342465753,"42,5%",,1.6561564802445528
1h,DL,short,1.5,dist_to_high_n_pct,high30,73,25,48,0.3424657534246575,"34,2%",3.376982663223897,
1h,DL,short,1.5,dist_to_high_n_pct,low40,97,44,53,0.4536082474226804,"45,4%",,2.05412481192804
1h,DL,short,1.5,dist_to_high_n_pct,high40,97,31,66,0.31958762886597936,32%,2.748064104129027,
1h,DL,short,1.5,dist_to_high_n_pct,low50,121,55,66,0.45454545454545453,"45,5%",,2.414786206372991
1h,DL,short,1.5,dist_to_high_n_pct,high50,121,42,79,0.34710743801652894,"34,7%",2.414786206372991,
1h,DL,short,1.5,dist_to_high_n_pct,low60,145,66,79,0.45517241379310347,"45,5%",,2.748064104129027
1h,DL,short,1.5,dist_to_high_n_pct,high60,145,54,91,0.3724137931034483,"37,2%",2.05412481192804,
1h,DL,short,1.5,dist_to_low_n_pct,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,dist_to_low_n_pct,low15,37,9,28,0.24324324324324326,"24,3%",,0.3045384403135315
1h,DL,short,1.5,dist_to_low_n_pct,high15,37,12,25,0.32432432432432434,"32,4%",1.524103150743218,
1h,DL,short,1.5,dist_to_low_n_pct,low20,49,15,34,0.30612244897959184,"30,6%",,0.3703306139974238
1h,DL,short,1.5,dist_to_low_n_pct,high20,49,19,30,0.3877551020408163,"38,8%",1.2989005664447737,
1h,DL,short,1.5,dist_to_low_n_pct,low25,61,21,40,0.3442622950819672,"34,4%",,0.4704556594395793
1h,DL,short,1.5,dist_to_low_n_pct,high25,61,29,32,0.47540983606557374,"47,5%",1.1715833720458484,
1h,DL,short,1.5,dist_to_low_n_pct,low30,73,24,49,0.3287671232876712,"32,9%",,0.5314839233334441
1h,DL,short,1.5,dist_to_low_n_pct,high30,73,32,41,0.4383561643835616,"43,8%",1.0869689675248018,
1h,DL,short,1.5,dist_to_low_n_pct,low40,97,36,61,0.3711340206185567,"37,1%",,0.6671382863579762
1h,DL,short,1.5,dist_to_low_n_pct,high40,97,45,52,0.4639175257731959,"46,4%",0.9039742009196664,
1h,DL,short,1.5,dist_to_low_n_pct,low50,121,42,79,0.34710743801652894,"34,7%",,0.7678722982314501
1h,DL,short,1.5,dist_to_low_n_pct,high50,121,56,65,0.4628099173553719,"46,3%",0.7678722982314501,
1h,DL,short,1.5,dist_to_low_n_pct,low60,145,52,93,0.3586206896551724,"35,9%",,0.9039742009196664
1h,DL,short,1.5,dist_to_low_n_pct,high60,145,61,84,0.4206896551724138,"42,1%",0.6671382863579762,
1h,DL,short,1.5,vol_z,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,vol_z,low15,37,12,25,0.32432432432432434,"32,4%",,-0.9113741215041236
1h,DL,short,1.5,vol_z,high15,37,10,27,0.2702702702702703,27%,0.8918997687044944,
1h,DL,short,1.5,vol_z,low20,49,15,34,0.30612244897959184,"30,6%",,-0.8082151100467189
1h,DL,short,1.5,vol_z,high20,49,16,33,0.32653061224489793,"32,7%",0.65723778500539,
1h,DL,short,1.5,vol_z,low25,61,21,40,0.3442622950819672,"34,4%",,-0.7266971054393718
1h,DL,short,1.5,vol_z,high25,61,23,38,0.3770491803278688,"37,7%",0.3964817051011859,
1h,DL,short,1.5,vol_z,low30,73,26,47,0.3561643835616438,"35,6%",,-0.6101472668462448
1h,DL,short,1.5,vol_z,high30,73,25,48,0.3424657534246575,"34,2%",0.2013389617334028,
1h,DL,short,1.5,vol_z,low40,97,38,59,0.3917525773195876,"39,2%",,-0.48846044089767
1h,DL,short,1.5,vol_z,high40,97,37,60,0.38144329896907214,"38,1%",-0.0831188587896936,
1h,DL,short,1.5,vol_z,low50,121,49,72,0.4049586776859504,"40,5%",,-0.3264691153702984
1h,DL,short,1.5,vol_z,high50,121,48,73,0.39669421487603307,"39,7%",-0.3264691153702984,
1h,DL,short,1.5,vol_z,low60,145,61,84,0.4206896551724138,"42,1%",,-0.0831188587896936
1h,DL,short,1.5,vol_z,high60,145,60,85,0.41379310344827586,"41,4%",-0.48846044089767,
1h,DL,short,1.5,bars_since_new_high,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,bars_since_new_high,low10,30,16,14,0.5333333333333333,"53,3%",,9.0
1h,DL,short,1.5,bars_since_new_high,low15,39,19,20,0.48717948717948717,"48,7%",,10.0
1h,DL,short,1.5,bars_since_new_high,high15,37,18,19,0.4864864864864865,"48,6%",53.0,
1h,DL,short,1.5,bars_since_new_high,low20,54,22,32,0.4074074074074074,"40,7%",,12.0
1h,DL,short,1.5,bars_since_new_high,high20,51,21,30,0.4117647058823529,"41,2%",46.0,
1h,DL,short,1.5,bars_since_new_high,low25,65,24,41,0.36923076923076925,"36,9%",,13.0
1h,DL,short,1.5,bars_since_new_high,high25,61,24,37,0.39344262295081966,"39,3%",42.0,
1h,DL,short,1.5,bars_since_new_high,low30,78,27,51,0.34615384615384615,"34,6%",,15.0
1h,DL,short,1.5,bars_since_new_high,high30,73,31,42,0.4246575342465753,"42,5%",37.0,
1h,DL,short,1.5,bars_since_new_high,low40,97,34,63,0.35051546391752575,"35,1%",,18.0
1h,DL,short,1.5,bars_since_new_high,high40,99,44,55,0.4444444444444444,"44,4%",30.0,
1h,DL,short,1.5,bars_since_new_high,low50,122,44,78,0.36065573770491804,"36,1%",,24.0
1h,DL,short,1.5,bars_since_new_high,high50,122,55,67,0.45081967213114754,"45,1%",24.0,
1h,DL,short,1.5,bars_since_new_high,low60,147,55,92,0.3741496598639456,"37,4%",,30.0
1h,DL,short,1.5,bars_since_new_high,high60,146,64,82,0.4383561643835616,"43,8%",18.0,
1h,DL,short,1.5,pullback_from_new_high_pct,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,pullback_from_new_high_pct,low15,37,17,20,0.4594594594594595,"45,9%",,1.6389115452330651
1h,DL,short,1.5,pullback_from_new_high_pct,high15,37,15,22,0.40540540540540543,"40,5%",6.6746335660747125,
1h,DL,short,1.5,pullback_from_new_high_pct,low20,49,23,26,0.46938775510204084,"46,9%",,1.9514580009879352
1h,DL,short,1.5,pullback_from_new_high_pct,high20,49,20,29,0.40816326530612246,"40,8%",5.895656104214762,
1h,DL,short,1.5,pullback_from_new_high_pct,low25,61,30,31,0.4918032786885246,"49,2%",,2.229315378120797
1h,DL,short,1.5,pullback_from_new_high_pct,high25,61,26,35,0.4262295081967213,"42,6%",5.169032903807183,
1h,DL,short,1.5,pullback_from_new_high_pct,low30,73,36,37,0.4931506849315068,"49,3%",,2.443549081043323
1h,DL,short,1.5,pullback_from_new_high_pct,high30,73,29,44,0.3972602739726027,"39,7%",4.7139994541461565,
1h,DL,short,1.5,pullback_from_new_high_pct,low40,97,44,53,0.4536082474226804,"45,4%",,2.774999797556097
1h,DL,short,1.5,pullback_from_new_high_pct,high40,97,35,62,0.36082474226804123,"36,1%",3.969994325037593,
1h,DL,short,1.5,pullback_from_new_high_pct,low50,121,53,68,0.4380165289256198,"43,8%",,3.392142550671029
1h,DL,short,1.5,pullback_from_new_high_pct,high50,121,45,76,0.371900826446281,"37,2%",3.392142550671029,
1h,DL,short,1.5,pullback_from_new_high_pct,low60,145,62,83,0.42758620689655175,"42,8%",,3.969994325037593
1h,DL,short,1.5,pullback_from_new_high_pct,high60,145,53,92,0.36551724137931035,"36,6%",2.774999797556097,
1h,DL,short,1.5,bars_since_new_low,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,bars_since_new_low,low10,55,15,40,0.2727272727272727,"27,3%",,1.0
1h,DL,short,1.5,bars_since_new_low,high10,30,16,14,0.5333333333333333,"53,3%",21.0,
1h,DL,short,1.5,bars_since_new_low,low15,55,15,40,0.2727272727272727,"27,3%",,1.0
1h,DL,short,1.5,bars_since_new_low,high15,37,19,18,0.5135135135135135,"51,4%",18.0,
1h,DL,short,1.5,bars_since_new_low,low20,55,15,40,0.2727272727272727,"27,3%",,1.0
1h,DL,short,1.5,bars_since_new_low,high20,50,24,26,0.48,48%,7.0,
1h,DL,short,1.5,bars_since_new_low,low25,107,38,69,0.35514018691588783,"35,5%",,2.0
1h,DL,short,1.5,bars_since_new_low,high25,75,32,43,0.4266666666666667,"42,7%",5.0,
1h,DL,short,1.5,bars_since_new_low,low30,107,38,69,0.35514018691588783,"35,5%",,2.0
1h,DL,short,1.5,bars_since_new_low,high30,75,32,43,0.4266666666666667,"42,7%",5.0,
1h,DL,short,1.5,bars_since_new_low,low40,107,38,69,0.35514018691588783,"35,5%",,2.0
1h,DL,short,1.5,bars_since_new_low,high40,134,59,75,0.44029850746268656,44%,3.0,
1h,DL,short,1.5,bars_since_new_low,low50,145,55,90,0.3793103448275862,"37,9%",,3.0
1h,DL,short,1.5,bars_since_new_low,high50,134,59,75,0.44029850746268656,44%,3.0,
1h,DL,short,1.5,bars_since_new_low,low60,145,55,90,0.3793103448275862,"37,9%",,3.0
1h,DL,short,1.5,bars_since_new_low,high60,186,82,104,0.44086021505376344,"44,1%",2.0,
1h,DL,short,1.5,pullback_from_new_low_pct,ALL,241,97,144,0.4024896265560166,"40,2%",,
1h,DL,short,1.5,pullback_from_new_low_pct,low15,37,9,28,0.24324324324324326,"24,3%",,0.3384138236597201
1h,DL,short,1.5,pullback_from_new_low_pct,high15,37,17,20,0.4594594594594595,"45,9%",1.9754313319530672,
1h,DL,short,1.5,pullback_from_new_low_pct,low20,49,15,34,0.30612244897959184,"30,6%",,0.4548845963496781
1h,DL,short,1.5,pullback_from_new_low_pct,high20,49,19,30,0.3877551020408163,"38,8%",1.6291284768979022,
1h,DL,short,1.5,pullback_from_new_low_pct,low25,61,18,43,0.29508196721311475,"29,5%",,0.5196941141584659
1h,DL,short,1.5,pullback_from_new_low_pct,high25,61,26,35,0.4262295081967213,"42,6%",1.3816704643402753,
1h,DL,short,1.5,pullback_from_new_low_pct,low30,73,24,49,0.3287671232876712,"32,9%",,0.6092397466897974
1h,DL,short,1.5,pullback_from_new_low_pct,high30,73,34,39,0.4657534246575342,"46,6%",1.282982084635817,
1h,DL,short,1.5,pullback_from_new_low_pct,low40,97,32,65,0.32989690721649484,33%,,0.7074271645465696
1h,DL,short,1.5,pullback_from_new_low_pct,high40,97,45,52,0.4639175257731959,"46,4%",0.9985495486518124,
1h,DL,short,1.5,pullback_from_new_low_pct,low50,121,38,83,0.3140495867768595,"31,4%",,0.8697134532831172
1h,DL,short,1.5,pullback_from_new_low_pct,high50,121,60,61,0.49586776859504134,"49,6%",0.8697134532831172,
1h,DL,short,1.5,pullback_from_new_low_pct,low60,145,53,92,0.36551724137931035,"36,6%",,0.9985495486518124
1h,DL,short,1.5,pullback_from_new_low_pct,high60,145,66,79,0.45517241379310347,"45,5%",0.7074271645465696,
1h,DL,short,2.0,slope_strength,ALL,241,83,158,0.34439834024896265,"34,4%",,
1h,DL,short,2.0,slope_strength,low15,37,16,21,0.43243243243243246,"43,2%",,28.799999999995634
1h,DL,short,2.0,slope_strength,high15,37,11,26,0.2972972972972973,"29,7%",226.3249999999971,
1h,DL,short,2.0,slope_strength,low20,49,21,28,0.42857142857142855,"42,9%",,33.67500000000291
1h,DL,short,2.0,slope_strength,high20,49,13,36,0.2653061224489796,"26,5%",174.84999999999127,
1h,DL,short,2.0,slope_strength,low25,61,25,36,0.4098360655737705,41%,,38.72499999999855
1h,DL,short,2.0,slope_strength,high25,61,18,43,0.29508196721311475,"29,5%",155.46250000000146,
1h,DL,short,2.0,slope_strength,low30,73,31,42,0.4246575342465753,"42,5%",,48.00000000001455
1h,DL,short,2.0,slope_strength,high30,73,24,49,0.3287671232876712,"32,9%",138.20000000000437,
1h,DL,short,2.0,slope_strength,low40,97,37,60,0.38144329896907214,"38,1%",,66.57499999999709
1h,DL,short,2.0,slope_strength,high40,97,32,65,0.32989690721649484,33%,115.82499999999708,
1h,DL,short,2.0,slope_strength,low50,121,44,77,0.36363636363636365,"36,4%",,87.29999999999563
1h,DL,short,2.0,slope_strength,high50,121,40,81,0.3305785123966942,"33,1%",87.29999999999563,
1h,DL,short,2.0,slope_strength,low60,145,51,94,0.35172413793103446,"35,2%",,115.82499999999708
1h,DL,short,2.0,slope_strength,high60,145,46,99,0.31724137931034485,"31,7%",66.57499999999709,
1h,DL,short,2.0,context_bars_since_extreme,ALL,241,83,158,0.34439834024896265,"34,4%",,
1h,DL,short,2.0,context_bars_since_extreme,low10,55,14,41,0.2545454545454545,"25,5%",,1.0
1h,DL,short,2.0,context_bars_since_extreme,high10,30,14,16,0.4666666666666667,"46,7%",21.0,
1h,DL,short,2.0,context_bars_since_extreme,low15,55,14,41,0.2545454545454545,"25,5%",,1.0
1h,DL,short,2.0,context_bars_since_extreme,high15,37,17,20,0.4594594594594595,"45,9%",18.0,
1h,DL,short,2.0,context_bars_since_extreme,low20,55,14,41,0.2545454545454545,"25,5%",,1.0
1h,DL,short,2.0,context_bars_since_extreme,high20,50,20,30,0.4,40%,7.0,
1h,DL,short,2.0,context_bars_since_extreme,low25,107,35,72,0.32710280373831774,"32,7%",,2.0
1h,DL,short,2.0,context_bars_since_extreme,high25,75,26,49,0.3466666666666667,"34,7%",5.0,
1h,DL,short,2.0,context_bars_since_extreme,low30,107,35,72,0.32710280373831774,"32,7%",,2.0
1h,DL,short,2.0,context_bars_since_extreme,high30,75,26,49,0.3466666666666667,"34,7%",5.0,
1h,DL,short,2.0,context_bars_since_extreme,low40,107,35,72,0.32710280373831774,"32,7%",,2.0
1h,DL,short,2.0,context_bars_since_extreme,high40,134,48,86,0.3582089552238806,"35,8%",3.0,
1h,DL,short,2.0,context_bars_since_extreme,low50,145,50,95,0.3448275862068966,"34,5%",,3.0
1h,DL,short,2.0,context_bars_since_extreme,high50,134,48,86,0.3582089552238806,"35,8%",3.0,
1h,DL,short,2.0,context_bars_since_extreme,low60,145,50,95,0.3448275862068966,"34,5%",,3.0
1h,DL,short,2.0,context_bars_since_extreme,high60,186,69,117,0.3709677419354839,"37,1%",2.0,
1h,DL,short,2.0,context_pullback_pct,ALL,241,83,158,0.34439834024896265,"34,4%",,
1h,DL,short,2.0,context_pullback_pct,low15,37,9,28,0.24324324324324326,"24,3%",,0.3384138236597201
1h,DL,short,2.0,context_pullback_pct,high15,37,14,23,0.3783783783783784,"37,8%",1.9754313319530672,
1h,DL,short,2.0,context_pullback_pct,low20,49,14,35,0.2857142857142857,"28,6%",,0.4548845963496781
1h,DL,short,2.0,context_pullback_pct,high20,49,16,33,0.32653061224489793,"32,7%",1.6291284768979022,
1h,DL,short,2.0,context_pullback_pct,low25,61,16,45,0.26229508196721313,"26,2%",,0.5196941141584659
1h,DL,short,2.0,context_pullback_pct,high25,61,21,40,0.3442622950819672,"34,4%",1.3816704643402753,
1h,DL,short,2.0,context_pullback_pct,low30,73,22,51,0.3013698630136986,"30,1%",,0.6092397466897974
1h,DL,short,2.0,context_pullback_pct,high30,73,28,45,0.3835616438356164,"38,4%",1.282982084635817,
1h,DL,short,2.0,context_pullback_pct,low40,97,27,70,0.27835051546391754,"27,8%",,0.7074271645465696
1h,DL,short,2.0,context_pullback_pct,high40,97,39,58,0.4020618556701031,"40,2%",0.9985495486518124,
1h,DL,short,2.0,context_pullback_pct,low50,121,32,89,0.2644628099173554,"26,4%",,0.8697134532831172
1h,DL,short,2.0,context_pullback_pct,high50,121,52,69,0.4297520661157025,43%,0.8697134532831172,
1h,DL,short,2.0,context_pullback_pct,low60,145,45,100,0.3103448275862069,31%,,0.9985495486518124
1h,DL,short,2.0,context_pullback_pct,high60,145,57,88,0.3931034482758621,"39,3%",0.7074271645465696,
1h,DL,short,2.0,context_after_extreme_flag,ALL,241,83,158,0.34439834024896265,"34,4%",,
1h,DL,short,2.0,context_after_extreme_flag,val=1,221,80,141,0.36199095022624433,"36,2%",1.0,1.0
1h,DL,short,2.0,ma_gap_pct,ALL,241,83,158,0.34439834024896265,"34,4%",,
1h,DL,short,2.0,ma_gap_pct,low15,37,13,24,0.35135135135135137,"35,1%",,-3.1677645813117987
1h,DL,short,2.0,ma_gap_pct,high15,37,14,23,0.3783783783783784,"37,8%",-0.3412857024263054,
1h,DL,short,2.0,ma_gap_pct,low20,49,15,34,0.30612244897959184,"30,6%",,-2.893782215506526
1h,DL,short,2.0,ma_gap_pct,high20,49,20,29,0.40816326530612246,"40,8%",-0.4018127488062372,
1h,DL,short,2.0,ma_gap_pct,low25,61,18,43,0.29508196721311475,"29,5%",,-2.5963932123484343
1h,DL,short,2.0,ma_gap_pct,high25,61,29,32,0.47540983606557374,"47,5%",-0.5319686657467706,
1h,DL,short,2.0,ma_gap_pct,low30,73,22,51,0.3013698630136986,"30,1%",,-2.229608722701821
1h,DL,short,2.0,ma_gap_pct,high30,73,34,39,0.4657534246575342,"46,6%",-0.6873736567041215,
1h,DL,short,2.0,ma_gap_pct,low40,97,33,64,0.3402061855670103,34%,,-1.6727364148229136
1h,DL,short,2.0,ma_gap_pct,high40,97,40,57,0.41237113402061853,"41,2%",-1.030178000072943,
1h,DL,short,2.0,ma_gap_pct,low50,121,37,84,0.30578512396694213,"30,6%",,-1.345171263525316
1h,DL,short,2.0,ma_gap_pct,high50,121,47,74,0.3884297520661157,"38,8%",-1.345171263525316,
1h,DL,short,2.0,ma_gap_pct,low60,145,44,101,0.30344827586206896,"30,3%",,-1.030178000072943
1h,DL,short,2.0,ma_gap_pct,high60,145,50,95,0.3448275862068966,"34,5%",-1.6727364148229136,
1h,DL,short,2.0,dist_to_sma80_pct,ALL,241,83,158,0.34439834024896265,"34,4%",,
1h,DL,short,2.0,dist_to_sma80_pct,low15,37,13,24,0.35135135135135137,"35,1%",,-3.684170867812991
1h,DL,short,2.0,dist_to_sma80_pct,high15,37,15,22,0.40540540540540543,"40,5%",-0.5349877922346373,
1h,DL,short,2.0,dist_to_sma80_pct,low20,49,14,35,0.2857142857142857,"28,6%",,-3.31770877441504
1h,DL,short,2.0,dist_to_sma80_pct,high20,49,21,28,0.42857142857142855,"42,9%",-0.7023506376564572,
1h,DL,short,2.0,dist_to_sma80_pct,low25,61,18,43,0.29508196721311475,"29,5%",,-3.0167433051991925
1h,DL,short,2.0,dist_to_sma80_pct,high25,61,30,31,0.4918032786885246,"49,2%",-0.790848698834298,
1h,DL,short,2.0,dist_to_sma80_pct,low30,73,21,52,0.2876712328767123,"28,8%",,-2.5201505483002906
1h,DL,short,2.0,dist_to_sma80_pct,high30,73,32,41,0.4383561643835616,"43,8%",-0.945622885384138,
1h,DL,short,2.0,dist_to_sma80_pct,low40,97,32,65,0.32989690721649484,33%,,-1.9569174018111413
1h,DL,short,2.0,dist_to_sma80_pct,high40,97,39,58,0.4020618556701031,"40,2%",-1.2917969433966308,
1h,DL,short,2.0,dist_to_sma80_pct,low50,121,39,82,0.32231404958677684,"32,2%",,-1.647861888988598
1h,DL,short,2.0,dist_to_sma80_pct,high50,121,44,77,0.36363636363636365,"36,4%",-1.647861888988598,
1h,DL,short,2.0,dist_to_sma80_pct,low60,145,44,101,0.30344827586206896,"30,3%",,-1.2917969433966308
1h,DL,short,2.0,dist_to_sma80_pct,high60,145,51,94,0.35172413793103446,"35,2%",-1.9569174018111413,
1h,DL,short,2.0,atr_pct,ALL,241,83,158,0.34439834024896265,"34,4%",,
1h,DL,short,2.0,atr_pct,low15,37,11,26,0.2972972972972973,"29,7%",,0.4494963793285516
1h,DL,short,2.0,atr_pct,high15,37,10,27,0.2702702702702703,27%,1.1166061469109527,
1h,DL,short,2.0,atr_pct,low20,49,19,30,0.3877551020408163,"38,8%",,0.4765939662335063
1h,DL,short,2.0,atr_pct,high20,49,14,35,0.2857142857142857,"28,6%",0.9826388236680283,
1h,DL,short,2.0,atr_pct,low25,61,25,36,0.4098360655737705,41%,,0.5070554913307035
1h,DL,short,2.0,atr_pct,high25,61,20,41,0.32786885245901637,"32,8%",0.907789606346357,
1h,DL,short,2.0,atr_pct,low30,73,31,42,0.4246575342465753,"42,5%",,0.5565036552786691
1h,DL,short,2.0,atr_pct,high30,73,22,51,0.3013698630136986,"30,1%",0.8336009637655527,
1h,DL,short,2.0,atr_pct,low40,97,37,60,0.38144329896907214,"38,1%",,0.6215700272335497
1h,DL,short,2.0,atr_pct,high40,97,29,68,0.29896907216494845,"29,9%",0.7611857794696401,
1h,DL,short,2.0,atr_pct,low50,121,47,74,0.3884297520661157,"38,8%",,0.699022521496744
1h,DL,short,2.0,atr_pct,high50,121,36,85,0.2975206611570248,"29,8%",0.699022521496744,
1h,DL,short,2.0,atr_pct,low60,145,54,91,0.3724137931034483,"37,2%",,0.7611857794696401
1h,DL,short,2.0,atr_pct,high60,145,46,99,0.31724137931034485,"31,7%",0.6215700272335497,
1h,DL,short,2.0,clv,ALL,241,83,158,0.34439834024896265,"34,4%",,
1h,DL,short,2.0,clv,low15,37,14,23,0.3783783783783784,"37,8%",,0.0666516041572528
1h,DL,short,2.0,clv,high15,37,10,27,0.2702702702702703,27%,0.6010253317249813,
