timeframe,setup,side,rr,feature,bucket,trades,wins,losses,win_rate,win_rate_pct,thr_lo,thr_hi
1h,PFR,short,1.0,ret_1_pct,low60,103,56,47,0.5436893203883495,"54,4%",,-0.182515560301193
1h,PFR,short,1.0,ret_1_pct,high60,103,55,48,0.5339805825242718,"53,4%",-0.2699051217088932,
1h,PFR,short,1.0,ret_3_pct,ALL,172,90,82,0.5232558139534884,"52,3%",,
1h,PFR,short,1.0,ret_3_pct,low20,35,16,19,0.45714285714285713,"45,7%",,-0.328332824083799
1h,PFR,short,1.0,ret_3_pct,high20,35,21,14,0.6,60%,0.23791183449192396,
1h,PFR,short,1.0,ret_3_pct,low25,43,21,22,0.4883720930232558,"48,8%",,-0.2606206992586707
1h,PFR,short,1.0,ret_3_pct,high25,43,23,20,0.5348837209302325,"53,5%",0.17146882570108765,
1h,PFR,short,1.0,ret_3_pct,low30,52,24,28,0.46153846153846156,"46,2%",,-0.2147876014530281
1h,PFR,short,1.0,ret_3_pct,high30,52,29,23,0.5576923076923077,"55,8%",0.1013338333258051,
1h,PFR,short,1.0,ret_3_pct,low40,69,35,34,0.5072463768115942,"50,7%",,-0.14301664884313497
1h,PFR,short,1.0,ret_3_pct,high40,69,40,29,0.5797101449275363,58%,0.028152521676503253,
1h,PFR,short,1.0,ret_3_pct,low50,86,42,44,0.4883720930232558,"48,8%",,-0.044410634626185205
1h,PFR,short,1.0,ret_3_pct,high50,86,48,38,0.5581395348837209,"55,8%",-0.044410634626185205,
1h,PFR,short,1.0,ret_3_pct,low60,103,50,53,0.4854368932038835,"48,5%",,0.028152521676503253
1h,PFR,short,1.0,ret_3_pct,high60,103,55,48,0.5339805825242718,"53,4%",-0.14301664884313497,
1h,PFR,short,1.0,ret_5_pct,ALL,172,90,82,0.5232558139534884,"52,3%",,
1h,PFR,short,1.0,ret_5_pct,low20,35,17,18,0.4857142857142857,"48,6%",,-0.8534081515228896
1h,PFR,short,1.0,ret_5_pct,high20,35,16,19,0.45714285714285713,"45,7%",-0.05129661304762433,
1h,PFR,short,1.0,ret_5_pct,low25,43,19,24,0.4418604651162791,"44,2%",,-0.7388655145388501
1h,PFR,short,1.0,ret_5_pct,high25,43,22,21,0.5116279069767442,"51,2%",-0.08584568771979048,
1h,PFR,short,1.0,ret_5_pct,low30,52,22,30,0.4230769230769231,"42,3%",,-0.6824302896356715
1h,PFR,short,1.0,ret_5_pct,high30,52,29,23,0.5576923076923077,"55,8%",-0.15185762735035024,
1h,PFR,short,1.0,ret_5_pct,low40,69,34,35,0.4927536231884058,"49,3%",,-0.558403384698003
1h,PFR,short,1.0,ret_5_pct,high40,69,38,31,0.5507246376811594,"55,1%",-0.31233536336925605,
1h,PFR,short,1.0,ret_5_pct,low50,86,42,44,0.4883720930232558,"48,8%",,-0.41776450087228634
1h,PFR,short,1.0,ret_5_pct,high50,86,48,38,0.5581395348837209,"55,8%",-0.41776450087228634,
1h,PFR,short,1.0,ret_5_pct,low60,103,52,51,0.5048543689320388,"50,5%",,-0.31233536336925605
1h,PFR,short,1.0,ret_5_pct,high60,103,56,47,0.5436893203883495,"54,4%",-0.558403384698003,
1h,PFR,short,1.0,rsi,ALL,172,90,82,0.5232558139534884,"52,3%",,
1h,PFR,short,1.0,rsi,low20,35,16,19,0.45714285714285713,"45,7%",,25.646073934964623
1h,PFR,short,1.0,rsi,high20,35,21,14,0.6,60%,43.62815897153159,
1h,PFR,short,1.0,rsi,low25,43,21,22,0.4883720930232558,"48,8%",,27.736717658138716
1h,PFR,short,1.0,rsi,high25,43,25,18,0.5813953488372093,"58,1%",42.42532134033816,
1h,PFR,short,1.0,rsi,low30,52,26,26,0.5,50%,,29.444690880223757
1h,PFR,short,1.0,rsi,high30,52,30,22,0.5769230769230769,"57,7%",41.593124786116995,
1h,PFR,short,1.0,rsi,low40,69,33,36,0.4782608695652174,"47,8%",,32.87401598875265
1h,PFR,short,1.0,rsi,high40,69,39,30,0.5652173913043478,"56,5%",37.984641937552645,
1h,PFR,short,1.0,rsi,low50,86,42,44,0.4883720930232558,"48,8%",,35.577717802416636
1h,PFR,short,1.0,rsi,high50,86,48,38,0.5581395348837209,"55,8%",35.577717802416636,
1h,PFR,short,1.0,rsi,low60,103,51,52,0.49514563106796117,"49,5%",,37.984641937552645
1h,PFR,short,1.0,rsi,high60,103,57,46,0.5533980582524272,"55,3%",32.87401598875265,
1h,PFR,short,1.0,pos_in_range_n,ALL,172,90,82,0.5232558139534884,"52,3%",,
1h,PFR,short,1.0,pos_in_range_n,low20,35,13,22,0.37142857142857144,"37,1%",,0.12386138819441243
1h,PFR,short,1.0,pos_in_range_n,high20,35,18,17,0.5142857142857142,"51,4%",0.3473607871410962,
1h,PFR,short,1.0,pos_in_range_n,low25,43,16,27,0.37209302325581395,"37,2%",,0.15100204628529895
1h,PFR,short,1.0,pos_in_range_n,high25,43,23,20,0.5348837209302325,"53,5%",0.32457176993208464,
1h,PFR,short,1.0,pos_in_range_n,low30,52,20,32,0.38461538461538464,"38,5%",,0.18087952705285987
1h,PFR,short,1.0,pos_in_range_n,high30,52,30,22,0.5769230769230769,"57,7%",0.3006279532101829,
1h,PFR,short,1.0,pos_in_range_n,low40,69,29,40,0.42028985507246375,42%,,0.2045073806813965
1h,PFR,short,1.0,pos_in_range_n,high40,69,43,26,0.6231884057971014,"62,3%",0.25454844693179063,
1h,PFR,short,1.0,pos_in_range_n,low50,86,39,47,0.45348837209302323,"45,3%",,0.23259262059039915
1h,PFR,short,1.0,pos_in_range_n,high50,86,51,35,0.5930232558139535,"59,3%",0.23259262059039915,
1h,PFR,short,1.0,pos_in_range_n,low60,103,47,56,0.4563106796116505,"45,6%",,0.25454844693179063
1h,PFR,short,1.0,pos_in_range_n,high60,103,61,42,0.5922330097087378,"59,2%",0.2045073806813965,
1h,PFR,short,1.0,dist_to_high_n_pct,ALL,172,90,82,0.5232558139534884,"52,3%",,
1h,PFR,short,1.0,dist_to_high_n_pct,low20,35,20,15,0.5714285714285714,"57,1%",,1.2949316123475678
1h,PFR,short,1.0,dist_to_high_n_pct,high20,35,17,18,0.4857142857142857,"48,6%",3.9431454820917407,
1h,PFR,short,1.0,dist_to_high_n_pct,low25,43,23,20,0.5348837209302325,"53,5%",,1.514992479908618
1h,PFR,short,1.0,dist_to_high_n_pct,high25,43,22,21,0.5116279069767442,"51,2%",3.4738335598569643,
1h,PFR,short,1.0,dist_to_high_n_pct,low30,52,28,24,0.5384615384615384,"53,8%",,1.630019625580755
1h,PFR,short,1.0,dist_to_high_n_pct,high30,52,28,24,0.5384615384615384,"53,8%",3.2539949925165286,
1h,PFR,short,1.0,dist_to_high_n_pct,low40,69,37,32,0.5362318840579711,"53,6%",,1.9783280812983104
1h,PFR,short,1.0,dist_to_high_n_pct,high40,69,36,33,0.5217391304347826,"52,2%",2.746323634344336,
1h,PFR,short,1.0,dist_to_high_n_pct,low50,86,46,40,0.5348837209302325,"53,5%",,2.3256320255544667
1h,PFR,short,1.0,dist_to_high_n_pct,high50,86,44,42,0.5116279069767442,"51,2%",2.3256320255544667,
1h,PFR,short,1.0,dist_to_high_n_pct,low60,103,54,49,0.5242718446601942,"52,4%",,2.746323634344336
1h,PFR,short,1.0,dist_to_high_n_pct,high60,103,53,50,0.5145631067961165,"51,5%",1.9783280812983104,
1h,PFR,short,1.0,dist_to_low_n_pct,ALL,172,90,82,0.5232558139534884,"52,3%",,
1h,PFR,short,1.0,dist_to_low_n_pct,low20,35,14,21,0.4,40%,,0.3006506300340266
1h,PFR,short,1.0,dist_to_low_n_pct,high20,35,19,16,0.5428571428571428,"54,3%",1.2698310744110106,
1h,PFR,short,1.0,dist_to_low_n_pct,low25,43,20,23,0.46511627906976744,"46,5%",,0.3372709656900877
1h,PFR,short,1.0,dist_to_low_n_pct,high25,43,25,18,0.5813953488372093,"58,1%",1.0905308166819512,
1h,PFR,short,1.0,dist_to_low_n_pct,low30,52,26,26,0.5,50%,,0.44453443652713426
1h,PFR,short,1.0,dist_to_low_n_pct,high30,52,31,21,0.5961538461538461,"59,6%",0.9742945529816713,
1h,PFR,short,1.0,dist_to_low_n_pct,low40,69,31,38,0.4492753623188406,"44,9%",,0.5592169752785421
1h,PFR,short,1.0,dist_to_low_n_pct,high40,69,42,27,0.6086956521739131,"60,9%",0.8196840896279313,
1h,PFR,short,1.0,dist_to_low_n_pct,low50,86,41,45,0.47674418604651164,"47,7%",,0.6885466589053983
1h,PFR,short,1.0,dist_to_low_n_pct,high50,86,49,37,0.5697674418604651,57%,0.6885466589053983,
1h,PFR,short,1.0,dist_to_low_n_pct,low60,103,48,55,0.46601941747572817,"46,6%",,0.8196840896279313
1h,PFR,short,1.0,dist_to_low_n_pct,high60,103,59,44,0.5728155339805825,"57,3%",0.5592169752785421,
1h,PFR,short,1.0,vol_z,ALL,172,90,82,0.5232558139534884,"52,3%",,
1h,PFR,short,1.0,vol_z,low20,35,17,18,0.4857142857142857,"48,6%",,-0.8250517353867018
1h,PFR,short,1.0,vol_z,high20,35,15,20,0.42857142857142855,"42,9%",0.829441784483659,
1h,PFR,short,1.0,vol_z,low25,43,24,19,0.5581395348837209,"55,8%",,-0.7546658409580229
1h,PFR,short,1.0,vol_z,high25,43,18,25,0.4186046511627907,"41,9%",0.4970207672967893,
1h,PFR,short,1.0,vol_z,low30,52,28,24,0.5384615384615384,"53,8%",,-0.6228836286046996
1h,PFR,short,1.0,vol_z,high30,52,23,29,0.4423076923076923,"44,2%",0.19625987286939414,
1h,PFR,short,1.0,vol_z,low40,69,40,29,0.5797101449275363,58%,,-0.4812561292919305
1h,PFR,short,1.0,vol_z,high40,69,33,36,0.4782608695652174,"47,8%",-0.07602990355372483,
1h,PFR,short,1.0,vol_z,low50,86,48,38,0.5581395348837209,"55,8%",,-0.2880516900246799
1h,PFR,short,1.0,vol_z,high50,86,42,44,0.4883720930232558,"48,8%",-0.2880516900246799,
1h,PFR,short,1.0,vol_z,low60,103,57,46,0.5533980582524272,"55,3%",,-0.07602990355372483
1h,PFR,short,1.0,vol_z,high60,103,50,53,0.4854368932038835,"48,5%",-0.4812561292919305,
1h,PFR,short,1.0,bars_since_new_high,ALL,172,90,82,0.5232558139534884,"52,3%",,
1h,PFR,short,1.0,bars_since_new_high,low20,38,21,17,0.5526315789473685,"55,3%",,12.0
1h,PFR,short,1.0,bars_since_new_high,high20,35,17,18,0.4857142857142857,"48,6%",50.60000000000002,
1h,PFR,short,1.0,bars_since_new_high,low25,44,23,21,0.5227272727272727,"52,3%",,13.0
1h,PFR,short,1.0,bars_since_new_high,high25,44,19,25,0.4318181818181818,"43,2%",46.0,
1h,PFR,short,1.0,bars_since_new_high,low30,53,27,26,0.5094339622641509,"50,9%",,15.0
1h,PFR,short,1.0,bars_since_new_high,high30,54,23,31,0.42592592592592593,"42,6%",38.0,
1h,PFR,short,1.0,bars_since_new_high,low40,71,39,32,0.5492957746478874,"54,9%",,19.0
1h,PFR,short,1.0,bars_since_new_high,high40,72,36,36,0.5,50%,30.0,
1h,PFR,short,1.0,bars_since_new_high,low50,87,46,41,0.5287356321839081,"52,9%",,24.0
1h,PFR,short,1.0,bars_since_new_high,high50,87,45,42,0.5172413793103449,"51,7%",24.0,
1h,PFR,short,1.0,bars_since_new_high,low60,104,57,47,0.5480769230769231,"54,8%",,30.0
1h,PFR,short,1.0,bars_since_new_high,high60,106,53,53,0.5,50%,19.0,
1h,PFR,short,1.0,pullback_from_new_high_pct,ALL,172,90,82,0.5232558139534884,"52,3%",,
1h,PFR,short,1.0,pullback_from_new_high_pct,low20,35,23,12,0.6571428571428571,"65,7%",,1.9276550373816381
1h,PFR,short,1.0,pullback_from_new_high_pct,high20,35,15,20,0.42857142857142855,"42,9%",5.861584285693564,
1h,PFR,short,1.0,pullback_from_new_high_pct,low25,43,28,15,0.6511627906976745,"65,1%",,2.141177980953764
1h,PFR,short,1.0,pullback_from_new_high_pct,high25,43,20,23,0.46511627906976744,"46,5%",5.254446547996023,
1h,PFR,short,1.0,pullback_from_new_high_pct,low30,52,34,18,0.6538461538461539,"65,4%",,2.3055025492665018
1h,PFR,short,1.0,pullback_from_new_high_pct,high30,52,23,29,0.4423076923076923,"44,2%",4.777571106783173,
1h,PFR,short,1.0,pullback_from_new_high_pct,low40,69,39,30,0.5652173913043478,"56,5%",,2.7725300546335228
1h,PFR,short,1.0,pullback_from_new_high_pct,high40,69,31,38,0.4492753623188406,"44,9%",3.889844646643373,
1h,PFR,short,1.0,pullback_from_new_high_pct,low50,86,48,38,0.5581395348837209,"55,8%",,3.3804331289455245
1h,PFR,short,1.0,pullback_from_new_high_pct,high50,86,42,44,0.4883720930232558,"48,8%",3.3804331289455245,
1h,PFR,short,1.0,pullback_from_new_high_pct,low60,103,59,44,0.5728155339805825,"57,3%",,3.889844646643373
1h,PFR,short,1.0,pullback_from_new_high_pct,high60,103,51,52,0.49514563106796117,"49,5%",2.7725300546335228,
1h,PFR,short,1.0,bars_since_new_low,ALL,172,90,82,0.5232558139534884,"52,3%",,
1h,PFR,short,1.0,bars_since_new_low,low10,42,18,24,0.42857142857142855,"42,9%",,1.0
1h,PFR,short,1.0,bars_since_new_low,low15,42,18,24,0.42857142857142855,"42,9%",,1.0
1h,PFR,short,1.0,bars_since_new_low,low20,42,18,24,0.42857142857142855,"42,9%",,1.0
1h,PFR,short,1.0,bars_since_new_low,high20,35,22,13,0.6285714285714286,"62,9%",11.600000000000023,
1h,PFR,short,1.0,bars_since_new_low,low25,67,30,37,0.44776119402985076,"44,8%",,2.0
1h,PFR,short,1.0,bars_since_new_low,high25,49,31,18,0.6326530612244898,"63,3%",6.0,
1h,PFR,short,1.0,bars_since_new_low,low30,67,30,37,0.44776119402985076,"44,8%",,2.0
1h,PFR,short,1.0,bars_since_new_low,high30,62,38,24,0.6129032258064516,"61,3%",5.0,
1h,PFR,short,1.0,bars_since_new_low,low40,95,44,51,0.4631578947368421,"46,3%",,3.0
1h,PFR,short,1.0,bars_since_new_low,high40,77,46,31,0.5974025974025974,"59,7%",4.0,
1h,PFR,short,1.0,bars_since_new_low,low50,95,44,51,0.4631578947368421,"46,3%",,3.0
1h,PFR,short,1.0,bars_since_new_low,high50,105,60,45,0.5714285714285714,"57,1%",3.0,
1h,PFR,short,1.0,bars_since_new_low,low60,110,52,58,0.4727272727272727,"47,3%",,4.0
1h,PFR,short,1.0,bars_since_new_low,high60,105,60,45,0.5714285714285714,"57,1%",3.0,
1h,PFR,short,1.0,pullback_from_new_low_pct,ALL,172,90,82,0.5232558139534884,"52,3%",,
1h,PFR,short,1.0,pullback_from_new_low_pct,low20,35,15,20,0.42857142857142855,"42,9%",,0.31784722671668214
1h,PFR,short,1.0,pullback_from_new_low_pct,high20,35,19,16,0.5428571428571428,"54,3%",1.4782389814274624,
1h,PFR,short,1.0,pullback_from_new_low_pct,low25,43,20,23,0.46511627906976744,"46,5%",,0.40747276434655755
1h,PFR,short,1.0,pullback_from_new_low_pct,high25,43,25,18,0.5813953488372093,"58,1%",1.314077128764201,
1h,PFR,short,1.0,pullback_from_new_low_pct,low30,52,22,30,0.4230769230769231,"42,3%",,0.49184419212641317
1h,PFR,short,1.0,pullback_from_new_low_pct,high30,52,33,19,0.6346153846153846,"63,5%",1.1845267356823108,
1h,PFR,short,1.0,pullback_from_new_low_pct,low40,69,31,38,0.4492753623188406,"44,9%",,0.6297649805231306
1h,PFR,short,1.0,pullback_from_new_low_pct,high40,69,44,25,0.6376811594202898,"63,8%",0.9376137546742886,
1h,PFR,short,1.0,pullback_from_new_low_pct,low50,86,40,46,0.46511627906976744,"46,5%",,0.7527970339927996
1h,PFR,short,1.0,pullback_from_new_low_pct,high50,86,50,36,0.5813953488372093,"58,1%",0.7527970339927996,
1h,PFR,short,1.0,pullback_from_new_low_pct,low60,103,46,57,0.44660194174757284,"44,7%",,0.9376137546742886
1h,PFR,short,1.0,pullback_from_new_low_pct,high60,103,59,44,0.5728155339805825,"57,3%",0.6297649805231306,
1h,PFR,short,1.5,slope_strength,ALL,169,68,101,0.40236686390532544,"40,2%",,
1h,PFR,short,1.5,slope_strength,low20,34,16,18,0.47058823529411764,"47,1%",,32.27499999999709
1h,PFR,short,1.5,slope_strength,high20,34,11,23,0.3235294117647059,"32,4%",162.56999999998953,
1h,PFR,short,1.5,slope_strength,low25,43,23,20,0.5348837209302325,"53,5%",,38.27500000000873
1h,PFR,short,1.5,slope_strength,high25,43,15,28,0.3488372093023256,"34,9%",143.23750000001746,
1h,PFR,short,1.5,slope_strength,low30,51,28,23,0.5490196078431373,"54,9%",,44.52250000000204
1h,PFR,short,1.5,slope_strength,high30,51,20,31,0.39215686274509803,"39,2%",132.69250000000025,
1h,PFR,short,1.5,slope_strength,low40,68,31,37,0.45588235294117646,"45,6%",,64.92250000000932
1h,PFR,short,1.5,slope_strength,high40,68,25,43,0.36764705882352944,"36,8%",99.68999999999943,
1h,PFR,short,1.5,slope_strength,low50,85,37,48,0.43529411764705883,"43,5%",,80.05000000000291
1h,PFR,short,1.5,slope_strength,high50,85,31,54,0.36470588235294116,"36,5%",80.05000000000291,
1h,PFR,short,1.5,slope_strength,low60,101,43,58,0.42574257425742573,"42,6%",,99.68999999999943
1h,PFR,short,1.5,slope_strength,high60,101,37,64,0.36633663366336633,"36,6%",64.92250000000932,
1h,PFR,short,1.5,context_bars_since_extreme,ALL,169,68,101,0.40236686390532544,"40,2%",,
1h,PFR,short,1.5,context_bars_since_extreme,low10,40,12,28,0.3,30%,,1.0
1h,PFR,short,1.5,context_bars_since_extreme,low15,40,12,28,0.3,30%,,1.0
1h,PFR,short,1.5,context_bars_since_extreme,low20,40,12,28,0.3,30%,,1.0
1h,PFR,short,1.5,context_bars_since_extreme,high20,34,18,16,0.5294117647058824,"52,9%",12.400000000000006,
1h,PFR,short,1.5,context_bars_since_extreme,low25,65,22,43,0.3384615384615385,"33,8%",,2.0
1h,PFR,short,1.5,context_bars_since_extreme,high25,49,25,24,0.5102040816326531,51%,6.0,
1h,PFR,short,1.5,context_bars_since_extreme,low30,65,22,43,0.3384615384615385,"33,8%",,2.0
1h,PFR,short,1.5,context_bars_since_extreme,high30,61,29,32,0.47540983606557374,"47,5%",5.0,
1h,PFR,short,1.5,context_bars_since_extreme,low40,93,34,59,0.3655913978494624,"36,6%",,3.0
1h,PFR,short,1.5,context_bars_since_extreme,high40,76,34,42,0.4473684210526316,"44,7%",4.0,
1h,PFR,short,1.5,context_bars_since_extreme,low50,93,34,59,0.3655913978494624,"36,6%",,3.0
1h,PFR,short,1.5,context_bars_since_extreme,high50,104,46,58,0.4423076923076923,"44,2%",3.0,
1h,PFR,short,1.5,context_bars_since_extreme,low60,108,39,69,0.3611111111111111,"36,1%",,4.0
1h,PFR,short,1.5,context_bars_since_extreme,high60,104,46,58,0.4423076923076923,"44,2%",3.0,
1h,PFR,short,1.5,context_pullback_pct,ALL,169,68,101,0.40236686390532544,"40,2%",,
1h,PFR,short,1.5,context_pullback_pct,low20,34,9,25,0.2647058823529412,"26,5%",,0.3324801497652572
1h,PFR,short,1.5,context_pullback_pct,high20,34,16,18,0.47058823529411764,"47,1%",1.5017392225711976,
1h,PFR,short,1.5,context_pullback_pct,low25,43,13,30,0.3023255813953488,"30,2%",,0.4548845963496781
1h,PFR,short,1.5,context_pullback_pct,high25,43,22,21,0.5116279069767442,"51,2%",1.3214638971315529,
1h,PFR,short,1.5,context_pullback_pct,low30,51,14,37,0.27450980392156865,"27,5%",,0.503794450173255
1h,PFR,short,1.5,context_pullback_pct,high30,51,28,23,0.5490196078431373,"54,9%",1.214472290615146,
1h,PFR,short,1.5,context_pullback_pct,low40,68,22,46,0.3235294117647059,"32,4%",,0.6431358640234992
1h,PFR,short,1.5,context_pullback_pct,high40,68,36,32,0.5294117647058824,"52,9%",0.945930198500002,
1h,PFR,short,1.5,context_pullback_pct,low50,85,28,57,0.32941176470588235,"32,9%",,0.7687874596588289
1h,PFR,short,1.5,context_pullback_pct,high50,85,40,45,0.47058823529411764,"47,1%",0.7687874596588289,
1h,PFR,short,1.5,context_pullback_pct,low60,101,32,69,0.31683168316831684,"31,7%",,0.945930198500002
1h,PFR,short,1.5,context_pullback_pct,high60,101,46,55,0.45544554455445546,"45,5%",0.6431358640234992,
1h,PFR,short,1.5,context_after_extreme_flag,ALL,169,68,101,0.40236686390532544,"40,2%",,
1h,PFR,short,1.5,context_after_extreme_flag,val=1,152,64,88,0.42105263157894735,"42,1%",1.0,1.0
1h,PFR,short,1.5,ma_gap_pct,ALL,169,68,101,0.40236686390532544,"40,2%",,
1h,PFR,short,1.5,ma_gap_pct,low20,34,13,21,0.38235294117647056,"38,2%",,-2.8739349526831854
1h,PFR,short,1.5,ma_gap_pct,high20,34,16,18,0.47058823529411764,"47,1%",-0.3959905177815069,
1h,PFR,short,1.5,ma_gap_pct,low25,43,14,29,0.32558139534883723,"32,6%",,-2.555155858735716
1h,PFR,short,1.5,ma_gap_pct,high25,43,22,21,0.5116279069767442,"51,2%",-0.5154369996034865,
1h,PFR,short,1.5,ma_gap_pct,low30,51,19,32,0.37254901960784315,"37,3%",,-2.1906272476528192
1h,PFR,short,1.5,ma_gap_pct,high30,51,25,26,0.49019607843137253,49%,-0.6158781361372284,
1h,PFR,short,1.5,ma_gap_pct,low40,68,28,40,0.4117647058823529,"41,2%",,-1.6208801713665923
1h,PFR,short,1.5,ma_gap_pct,high40,68,29,39,0.4264705882352941,"42,6%",-1.0113123115860596,
1h,PFR,short,1.5,ma_gap_pct,low50,85,31,54,0.36470588235294116,"36,5%",,-1.4008989837407702
1h,PFR,short,1.5,ma_gap_pct,high50,85,37,48,0.43529411764705883,"43,5%",-1.4008989837407702,
1h,PFR,short,1.5,ma_gap_pct,low60,101,39,62,0.38613861386138615,"38,6%",,-1.0113123115860596
1h,PFR,short,1.5,ma_gap_pct,high60,101,40,61,0.39603960396039606,"39,6%",-1.6208801713665923,
1h,PFR,short,1.5,dist_to_sma80_pct,ALL,169,68,101,0.40236686390532544,"40,2%",,
1h,PFR,short,1.5,dist_to_sma80_pct,low20,34,12,22,0.35294117647058826,"35,3%",,-3.28449722494742
1h,PFR,short,1.5,dist_to_sma80_pct,high20,34,17,17,0.5,50%,-0.6960816056731194,
1h,PFR,short,1.5,dist_to_sma80_pct,low25,43,14,29,0.32558139534883723,"32,6%",,-2.863524789781706
1h,PFR,short,1.5,dist_to_sma80_pct,high25,43,24,19,0.5581395348837209,"55,8%",-0.7907828863857892,
1h,PFR,short,1.5,dist_to_sma80_pct,low30,51,18,33,0.35294117647058826,"35,3%",,-2.4975745254067365
1h,PFR,short,1.5,dist_to_sma80_pct,high30,51,25,26,0.49019607843137253,49%,-0.9498277985384617,
1h,PFR,short,1.5,dist_to_sma80_pct,low40,68,27,41,0.39705882352941174,"39,7%",,-1.9929077738702912
1h,PFR,short,1.5,dist_to_sma80_pct,high40,68,30,38,0.4411764705882353,"44,1%",-1.3053877843037984,
1h,PFR,short,1.5,dist_to_sma80_pct,low50,85,33,52,0.38823529411764707,"38,8%",,-1.647861888988598
1h,PFR,short,1.5,dist_to_sma80_pct,high50,85,35,50,0.4117647058823529,"41,2%",-1.647861888988598,
1h,PFR,short,1.5,dist_to_sma80_pct,low60,101,38,63,0.37623762376237624,"37,6%",,-1.3053877843037984
1h,PFR,short,1.5,dist_to_sma80_pct,high60,101,41,60,0.40594059405940597,"40,6%",-1.9929077738702912,
1h,PFR,short,1.5,atr_pct,ALL,169,68,101,0.40236686390532544,"40,2%",,
1h,PFR,short,1.5,atr_pct,low20,34,14,20,0.4117647058823529,"41,2%",,0.46044993429939984
1h,PFR,short,1.5,atr_pct,high20,34,12,22,0.35294117647058826,"35,3%",0.9652678176652973,
1h,PFR,short,1.5,atr_pct,low25,43,19,24,0.4418604651162791,"44,2%",,0.4916165921086893
1h,PFR,short,1.5,atr_pct,high25,43,17,26,0.3953488372093023,"39,5%",0.8746998869214685,
1h,PFR,short,1.5,atr_pct,low30,51,24,27,0.47058823529411764,"47,1%",,0.5261346530776007
1h,PFR,short,1.5,atr_pct,high30,51,19,32,0.37254901960784315,"37,3%",0.821811109964136,
1h,PFR,short,1.5,atr_pct,low40,68,31,37,0.45588235294117646,"45,6%",,0.6222385445999613
1h,PFR,short,1.5,atr_pct,high40,68,25,43,0.36764705882352944,"36,8%",0.7577446941990061,
1h,PFR,short,1.5,atr_pct,low50,85,38,47,0.4470588235294118,"44,7%",,0.6936893136516759
1h,PFR,short,1.5,atr_pct,high50,85,31,54,0.36470588235294116,"36,5%",0.6936893136516759,
1h,PFR,short,1.5,atr_pct,low60,101,43,58,0.42574257425742573,"42,6%",,0.7577446941990061
1h,PFR,short,1.5,atr_pct,high60,101,37,64,0.36633663366336633,"36,6%",0.6222385445999613,
1h,PFR,short,1.5,clv,ALL,169,68,101,0.40236686390532544,"40,2%",,
1h,PFR,short,1.5,clv,low20,34,15,19,0.4411764705882353,"44,1%",,0.057813710170531635
1h,PFR,short,1.5,clv,high20,34,12,22,0.35294117647058826,"35,3%",0.3306982649781733,
1h,PFR,short,1.5,clv,low25,43,18,25,0.4186046511627907,"41,9%",,0.0719151165836974
1h,PFR,short,1.5,clv,high25,43,16,27,0.37209302325581395,"37,2%",0.2732980640660451,
1h,PFR,short,1.5,clv,low30,51,22,29,0.43137254901960786,"43,1%",,0.09233381517083634
1h,PFR,short,1.5,clv,high30,51,21,30,0.4117647058823529,"41,2%",0.22549981947591555,
1h,PFR,short,1.5,clv,low40,68,27,41,0.39705882352941174,"39,7%",,0.12483067199625231
1h,PFR,short,1.5,clv,high40,68,29,39,0.4264705882352941,"42,6%",0.1934942498161276,
1h,PFR,short,1.5,clv,low50,85,35,50,0.4117647058823529,"41,2%",,0.1545952525867377
1h,PFR,short,1.5,clv,high50,85,34,51,0.4,40%,0.1545952525867377,
1h,PFR,short,1.5,clv,low60,101,39,62,0.38613861386138615,"38,6%",,0.1934942498161276
1h,PFR,short,1.5,clv,high60,101,41,60,0.40594059405940597,"40,6%",0.12483067199625231,
1h,PFR,short,1.5,range_pct,ALL,169,68,101,0.40236686390532544,"40,2%",,
1h,PFR,short,1.5,range_pct,low20,34,13,21,0.38235294117647056,"38,2%",,0.3601663726929194
1h,PFR,short,1.5,range_pct,high20,34,11,23,0.3235294117647059,"32,4%",1.0323441962665754,
1h,PFR,short,1.5,range_pct,low25,43,20,23,0.46511627906976744,"46,5%",,0.3887150400938942
1h,PFR,short,1.5,range_pct,high25,43,14,29,0.32558139534883723,"32,6%",0.909199417676296,
1h,PFR,short,1.5,range_pct,low30,51,22,29,0.43137254901960786,"43,1%",,0.4409251902655976
1h,PFR,short,1.5,range_pct,high30,51,17,34,0.3333333333333333,"33,3%",0.8397618014336997,
1h,PFR,short,1.5,range_pct,low40,68,30,38,0.4411764705882353,"44,1%",,0.5158869206559028
1h,PFR,short,1.5,range_pct,high40,68,21,47,0.3088235294117647,"30,9%",0.7157093964676859,
1h,PFR,short,1.5,range_pct,low50,85,37,48,0.43529411764705883,"43,5%",,0.5833058356434015
1h,PFR,short,1.5,range_pct,high50,85,31,54,0.36470588235294116,"36,5%",0.5833058356434015,
1h,PFR,short,1.5,range_pct,low60,101,47,54,0.46534653465346537,"46,5%",,0.7157093964676859
1h,PFR,short,1.5,range_pct,high60,101,38,63,0.37623762376237624,"37,6%",0.5158869206559028,
1h,PFR,short,1.5,body_pct,ALL,169,68,101,0.40236686390532544,"40,2%",,
1h,PFR,short,1.5,body_pct,low20,34,11,23,0.3235294117647059,"32,4%",,19.115049819559342
1h,PFR,short,1.5,body_pct,high20,34,14,20,0.4117647058823529,"41,2%",62.33225540426451,
1h,PFR,short,1.5,body_pct,low25,43,12,31,0.27906976744186046,"27,9%",,22.50517268820524
