timeframe,setup,rr,feature_a,feature_b,bin_a,bin_b,trades,wins,losses,win_rate,win_rate_pct
1h,DL,2.0,slope_strength,lower_wick_pct,3,1,31,10,21,0.3225806451612903,"32,3%"
1h,DL,2.0,slope_strength,lower_wick_pct,3,3,30,8,22,0.26666666666666666,"26,7%"
1h,DL,2.0,slope_strength,ret_1_pct,0,1,40,16,24,0.4,40%
1h,DL,2.0,slope_strength,ret_1_pct,0,2,36,17,19,0.4722222222222222,"47,2%"
1h,DL,2.0,slope_strength,ret_1_pct,0,3,30,9,21,0.3,30%
1h,DL,2.0,slope_strength,ret_1_pct,1,1,42,12,30,0.2857142857142857,"28,6%"
1h,DL,2.0,slope_strength,ret_1_pct,1,2,41,11,30,0.2682926829268293,"26,8%"
1h,DL,2.0,slope_strength,ret_1_pct,2,0,44,16,28,0.36363636363636365,"36,4%"
1h,DL,2.0,slope_strength,ret_1_pct,2,2,31,12,19,0.3870967741935484,"38,7%"
1h,DL,2.0,slope_strength,ret_1_pct,2,3,36,13,23,0.3611111111111111,"36,1%"
1h,DL,2.0,slope_strength,ret_1_pct,3,0,37,13,24,0.35135135135135137,"35,1%"
1h,DL,2.0,slope_strength,ret_1_pct,3,3,43,14,29,0.32558139534883723,"32,6%"
1h,DL,2.0,slope_strength,ret_3_pct,0,1,45,16,29,0.35555555555555557,"35,6%"
1h,DL,2.0,slope_strength,ret_3_pct,0,2,40,17,23,0.425,"42,5%"
1h,DL,2.0,slope_strength,ret_3_pct,1,0,33,9,24,0.2727272727272727,"27,3%"
1h,DL,2.0,slope_strength,ret_3_pct,1,1,35,7,28,0.2,20%
1h,DL,2.0,slope_strength,ret_3_pct,1,2,30,11,19,0.36666666666666664,"36,7%"
1h,DL,2.0,slope_strength,ret_3_pct,1,3,34,11,23,0.3235294117647059,"32,4%"
1h,DL,2.0,slope_strength,ret_3_pct,2,0,39,10,29,0.2564102564102564,"25,6%"
1h,DL,2.0,slope_strength,ret_3_pct,2,1,30,10,20,0.3333333333333333,"33,3%"
1h,DL,2.0,slope_strength,ret_3_pct,2,2,36,17,19,0.4722222222222222,"47,2%"
1h,DL,2.0,slope_strength,ret_3_pct,3,0,42,11,31,0.2619047619047619,"26,2%"
1h,DL,2.0,slope_strength,ret_3_pct,3,3,43,18,25,0.4186046511627907,"41,9%"
1h,DL,2.0,slope_strength,ret_5_pct,0,1,53,20,33,0.37735849056603776,"37,7%"
1h,DL,2.0,slope_strength,ret_5_pct,0,2,42,17,25,0.40476190476190477,"40,5%"
1h,DL,2.0,slope_strength,ret_5_pct,1,1,40,10,30,0.25,25%
1h,DL,2.0,slope_strength,ret_5_pct,1,2,41,11,30,0.2682926829268293,"26,8%"
1h,DL,2.0,slope_strength,ret_5_pct,2,0,43,13,30,0.3023255813953488,"30,2%"
1h,DL,2.0,slope_strength,ret_5_pct,2,2,34,9,25,0.2647058823529412,"26,5%"
1h,DL,2.0,slope_strength,ret_5_pct,2,3,32,15,17,0.46875,"46,9%"
1h,DL,2.0,slope_strength,ret_5_pct,3,0,49,19,30,0.3877551020408163,"38,8%"
1h,DL,2.0,slope_strength,ret_5_pct,3,3,53,17,36,0.32075471698113206,"32,1%"
1h,DL,2.0,slope_strength,rsi,0,1,56,24,32,0.42857142857142855,"42,9%"
1h,DL,2.0,slope_strength,rsi,0,2,33,10,23,0.30303030303030304,"30,3%"
1h,DL,2.0,slope_strength,rsi,1,0,30,7,23,0.23333333333333334,"23,3%"
1h,DL,2.0,slope_strength,rsi,1,1,32,12,20,0.375,"37,5%"
1h,DL,2.0,slope_strength,rsi,1,2,42,10,32,0.23809523809523808,"23,8%"
1h,DL,2.0,slope_strength,rsi,2,0,30,12,18,0.4,40%
1h,DL,2.0,slope_strength,rsi,2,1,31,6,25,0.1935483870967742,"19,4%"
1h,DL,2.0,slope_strength,rsi,2,2,31,10,21,0.3225806451612903,"32,3%"
1h,DL,2.0,slope_strength,rsi,2,3,40,19,21,0.475,"47,5%"
1h,DL,2.0,slope_strength,rsi,3,0,57,17,40,0.2982456140350877,"29,8%"
1h,DL,2.0,slope_strength,rsi,3,3,37,11,26,0.2972972972972973,"29,7%"
1h,DL,2.0,slope_strength,pos_in_range_n,0,1,48,24,24,0.5,50%
1h,DL,2.0,slope_strength,pos_in_range_n,0,2,38,11,27,0.2894736842105263,"28,9%"
1h,DL,2.0,slope_strength,pos_in_range_n,1,0,30,6,24,0.2,20%
1h,DL,2.0,slope_strength,pos_in_range_n,1,1,33,13,20,0.3939393939393939,"39,4%"
1h,DL,2.0,slope_strength,pos_in_range_n,1,2,42,12,30,0.2857142857142857,"28,6%"
1h,DL,2.0,slope_strength,pos_in_range_n,2,0,33,10,23,0.30303030303030304,"30,3%"
1h,DL,2.0,slope_strength,pos_in_range_n,2,3,45,21,24,0.4666666666666667,"46,7%"
1h,DL,2.0,slope_strength,pos_in_range_n,3,0,47,14,33,0.2978723404255319,"29,8%"
1h,DL,2.0,slope_strength,pos_in_range_n,3,3,37,13,24,0.35135135135135137,"35,1%"
1h,DL,2.0,slope_strength,dist_to_high_n_pct,0,0,36,14,22,0.3888888888888889,"38,9%"
1h,DL,2.0,slope_strength,dist_to_high_n_pct,0,1,50,19,31,0.38,38%
1h,DL,2.0,slope_strength,dist_to_high_n_pct,0,2,31,11,20,0.3548387096774194,"35,5%"
1h,DL,2.0,slope_strength,dist_to_high_n_pct,1,0,32,11,21,0.34375,"34,4%"
1h,DL,2.0,slope_strength,dist_to_high_n_pct,1,1,33,5,28,0.15151515151515152,"15,2%"
1h,DL,2.0,slope_strength,dist_to_high_n_pct,1,2,43,17,26,0.3953488372093023,"39,5%"
1h,DL,2.0,slope_strength,dist_to_high_n_pct,2,0,37,17,20,0.4594594594594595,"45,9%"
1h,DL,2.0,slope_strength,dist_to_high_n_pct,2,2,35,12,23,0.34285714285714286,"34,3%"
1h,DL,2.0,slope_strength,dist_to_high_n_pct,2,3,31,8,23,0.25806451612903225,"25,8%"
1h,DL,2.0,slope_strength,dist_to_high_n_pct,3,3,62,17,45,0.27419354838709675,"27,4%"
1h,DL,2.0,slope_strength,dist_to_low_n_pct,0,0,47,21,26,0.44680851063829785,"44,7%"
1h,DL,2.0,slope_strength,dist_to_low_n_pct,0,1,35,12,23,0.34285714285714286,"34,3%"
1h,DL,2.0,slope_strength,dist_to_low_n_pct,0,2,37,15,22,0.40540540540540543,"40,5%"
1h,DL,2.0,slope_strength,dist_to_low_n_pct,1,0,37,8,29,0.21621621621621623,"21,6%"
1h,DL,2.0,slope_strength,dist_to_low_n_pct,1,1,34,16,18,0.47058823529411764,"47,1%"
1h,DL,2.0,slope_strength,dist_to_low_n_pct,1,2,31,9,22,0.2903225806451613,29%
1h,DL,2.0,slope_strength,dist_to_low_n_pct,1,3,30,5,25,0.16666666666666666,"16,7%"
1h,DL,2.0,slope_strength,dist_to_low_n_pct,2,1,42,17,25,0.40476190476190477,"40,5%"
1h,DL,2.0,slope_strength,dist_to_low_n_pct,2,3,40,15,25,0.375,"37,5%"
1h,DL,2.0,slope_strength,dist_to_low_n_pct,3,2,36,11,25,0.3055555555555556,"30,6%"
1h,DL,2.0,slope_strength,dist_to_low_n_pct,3,3,49,14,35,0.2857142857142857,"28,6%"
1h,DL,2.0,slope_strength,vol_z,0,0,40,14,26,0.35,35%
1h,DL,2.0,slope_strength,vol_z,0,1,30,9,21,0.3,30%
1h,DL,2.0,slope_strength,vol_z,0,2,33,11,22,0.3333333333333333,"33,3%"
1h,DL,2.0,slope_strength,vol_z,0,3,30,17,13,0.5666666666666667,"56,7%"
1h,DL,2.0,slope_strength,vol_z,1,0,32,5,27,0.15625,"15,6%"
1h,DL,2.0,slope_strength,vol_z,1,1,37,10,27,0.2702702702702703,27%
1h,DL,2.0,slope_strength,vol_z,1,2,37,12,25,0.32432432432432434,"32,4%"
1h,DL,2.0,slope_strength,vol_z,2,0,31,8,23,0.25806451612903225,"25,8%"
1h,DL,2.0,slope_strength,vol_z,2,1,33,12,21,0.36363636363636365,"36,4%"
1h,DL,2.0,slope_strength,vol_z,2,3,40,16,24,0.4,40%
1h,DL,2.0,slope_strength,vol_z,3,0,30,9,21,0.3,30%
1h,DL,2.0,slope_strength,vol_z,3,1,32,13,19,0.40625,"40,6%"
1h,DL,2.0,slope_strength,vol_z,3,2,34,9,25,0.2647058823529412,"26,5%"
1h,DL,2.0,slope_strength,vol_z,3,3,37,11,26,0.2972972972972973,"29,7%"
1h,DL,2.0,ma_gap_pct,dist_to_sma80_pct,0,0,125,39,86,0.312,"31,2%"
1h,DL,2.0,ma_gap_pct,dist_to_sma80_pct,1,1,117,44,73,0.37606837606837606,"37,6%"
1h,DL,2.0,ma_gap_pct,dist_to_sma80_pct,2,2,116,37,79,0.31896551724137934,"31,9%"
1h,DL,2.0,ma_gap_pct,dist_to_sma80_pct,3,3,124,42,82,0.3387096774193548,"33,9%"
1h,DL,2.0,ma_gap_pct,atr_pct,0,2,41,12,29,0.2926829268292683,"29,3%"
1h,DL,2.0,ma_gap_pct,atr_pct,0,3,61,18,43,0.29508196721311475,"29,5%"
1h,DL,2.0,ma_gap_pct,atr_pct,1,0,52,20,32,0.38461538461538464,"38,5%"
1h,DL,2.0,ma_gap_pct,atr_pct,1,1,38,15,23,0.39473684210526316,"39,5%"
1h,DL,2.0,ma_gap_pct,atr_pct,2,0,51,20,31,0.39215686274509803,"39,2%"
1h,DL,2.0,ma_gap_pct,atr_pct,2,1,39,13,26,0.3333333333333333,"33,3%"
1h,DL,2.0,ma_gap_pct,atr_pct,3,1,35,10,25,0.2857142857142857,"28,6%"
1h,DL,2.0,ma_gap_pct,atr_pct,3,2,45,15,30,0.3333333333333333,"33,3%"
1h,DL,2.0,ma_gap_pct,atr_pct,3,3,34,11,23,0.3235294117647059,"32,4%"
1h,DL,2.0,ma_gap_pct,clv,0,0,59,17,42,0.288135593220339,"28,8%"
1h,DL,2.0,ma_gap_pct,clv,0,1,54,20,34,0.37037037037037035,37%
1h,DL,2.0,ma_gap_pct,clv,1,0,59,21,38,0.3559322033898305,"35,6%"
1h,DL,2.0,ma_gap_pct,clv,1,1,33,15,18,0.45454545454545453,"45,5%"
1h,DL,2.0,ma_gap_pct,clv,2,2,55,17,38,0.3090909090909091,"30,9%"
1h,DL,2.0,ma_gap_pct,clv,2,3,53,17,36,0.32075471698113206,"32,1%"
1h,DL,2.0,ma_gap_pct,clv,3,2,40,12,28,0.3,30%
1h,DL,2.0,ma_gap_pct,clv,3,3,57,22,35,0.38596491228070173,"38,6%"
1h,DL,2.0,ma_gap_pct,range_pct,0,1,32,10,22,0.3125,"31,2%"
1h,DL,2.0,ma_gap_pct,range_pct,0,2,40,11,29,0.275,"27,5%"
1h,DL,2.0,ma_gap_pct,range_pct,0,3,42,13,29,0.30952380952380953,31%
1h,DL,2.0,ma_gap_pct,range_pct,1,0,47,18,29,0.3829787234042553,"38,3%"
1h,DL,2.0,ma_gap_pct,range_pct,1,1,33,15,18,0.45454545454545453,"45,5%"
1h,DL,2.0,ma_gap_pct,range_pct,2,0,44,14,30,0.3181818181818182,"31,8%"
1h,DL,2.0,ma_gap_pct,range_pct,2,1,30,8,22,0.26666666666666666,"26,7%"
1h,DL,2.0,ma_gap_pct,range_pct,3,1,37,12,25,0.32432432432432434,"32,4%"
1h,DL,2.0,ma_gap_pct,range_pct,3,2,40,11,29,0.275,"27,5%"
1h,DL,2.0,ma_gap_pct,range_pct,3,3,33,14,19,0.42424242424242425,"42,4%"
1h,DL,2.0,ma_gap_pct,body_pct,0,0,34,9,25,0.2647058823529412,"26,5%"
1h,DL,2.0,ma_gap_pct,body_pct,0,1,32,9,23,0.28125,"28,1%"
1h,DL,2.0,ma_gap_pct,body_pct,0,3,38,11,27,0.2894736842105263,"28,9%"
1h,DL,2.0,ma_gap_pct,body_pct,1,1,37,16,21,0.43243243243243246,"43,2%"
1h,DL,2.0,ma_gap_pct,body_pct,1,2,33,19,14,0.5757575757575758,"57,6%"
1h,DL,2.0,ma_gap_pct,body_pct,1,3,35,4,31,0.11428571428571428,"11,4%"
1h,DL,2.0,ma_gap_pct,body_pct,2,0,37,10,27,0.2702702702702703,27%
1h,DL,2.0,ma_gap_pct,body_pct,2,1,30,9,21,0.3,30%
1h,DL,2.0,ma_gap_pct,body_pct,2,2,35,7,28,0.2,20%
1h,DL,2.0,ma_gap_pct,body_pct,2,3,30,17,13,0.5666666666666667,"56,7%"
1h,DL,2.0,ma_gap_pct,body_pct,3,0,35,11,24,0.3142857142857143,"31,4%"
1h,DL,2.0,ma_gap_pct,body_pct,3,1,33,11,22,0.3333333333333333,"33,3%"
1h,DL,2.0,ma_gap_pct,body_pct,3,2,35,16,19,0.45714285714285713,"45,7%"
1h,DL,2.0,ma_gap_pct,body_pct,3,3,30,7,23,0.23333333333333334,"23,3%"
1h,DL,2.0,ma_gap_pct,upper_wick_pct,0,2,39,15,24,0.38461538461538464,"38,5%"
1h,DL,2.0,ma_gap_pct,upper_wick_pct,0,3,57,15,42,0.2631578947368421,"26,3%"
1h,DL,2.0,ma_gap_pct,upper_wick_pct,1,2,39,14,25,0.358974358974359,"35,9%"
1h,DL,2.0,ma_gap_pct,upper_wick_pct,1,3,49,23,26,0.46938775510204084,"46,9%"
1h,DL,2.0,ma_gap_pct,upper_wick_pct,2,0,50,16,34,0.32,32%
1h,DL,2.0,ma_gap_pct,upper_wick_pct,2,1,41,15,26,0.36585365853658536,"36,6%"
1h,DL,2.0,ma_gap_pct,upper_wick_pct,2,2,30,8,22,0.26666666666666666,"26,7%"
1h,DL,2.0,ma_gap_pct,upper_wick_pct,3,0,47,17,30,0.3617021276595745,"36,2%"
1h,DL,2.0,ma_gap_pct,upper_wick_pct,3,1,46,19,27,0.41304347826086957,"41,3%"
1h,DL,2.0,ma_gap_pct,lower_wick_pct,0,0,58,19,39,0.3275862068965517,"32,8%"
1h,DL,2.0,ma_gap_pct,lower_wick_pct,0,1,40,10,30,0.25,25%
1h,DL,2.0,ma_gap_pct,lower_wick_pct,1,0,49,16,33,0.32653061224489793,"32,7%"
1h,DL,2.0,ma_gap_pct,lower_wick_pct,1,1,42,18,24,0.42857142857142855,"42,9%"
1h,DL,2.0,ma_gap_pct,lower_wick_pct,2,2,39,12,27,0.3076923076923077,"30,8%"
1h,DL,2.0,ma_gap_pct,lower_wick_pct,2,3,53,12,41,0.22641509433962265,"22,6%"
1h,DL,2.0,ma_gap_pct,lower_wick_pct,3,2,45,14,31,0.3111111111111111,"31,1%"
1h,DL,2.0,ma_gap_pct,lower_wick_pct,3,3,52,21,31,0.40384615384615385,"40,4%"
1h,DL,2.0,ma_gap_pct,ret_1_pct,0,0,63,22,41,0.3492063492063492,"34,9%"
1h,DL,2.0,ma_gap_pct,ret_1_pct,0,1,31,8,23,0.25806451612903225,"25,8%"
1h,DL,2.0,ma_gap_pct,ret_1_pct,1,0,43,13,30,0.3023255813953488,"30,2%"
1h,DL,2.0,ma_gap_pct,ret_1_pct,1,1,39,17,22,0.4358974358974359,"43,6%"
1h,DL,2.0,ma_gap_pct,ret_1_pct,1,2,31,16,15,0.5161290322580645,"51,6%"
1h,DL,2.0,ma_gap_pct,ret_1_pct,2,2,47,13,34,0.2765957446808511,"27,7%"
1h,DL,2.0,ma_gap_pct,ret_1_pct,2,3,45,18,27,0.4,40%
1h,DL,2.0,ma_gap_pct,ret_1_pct,3,1,34,8,26,0.23529411764705882,"23,5%"
1h,DL,2.0,ma_gap_pct,ret_1_pct,3,2,34,13,21,0.38235294117647056,"38,2%"
1h,DL,2.0,ma_gap_pct,ret_1_pct,3,3,50,18,32,0.36,36%
1h,DL,2.0,ma_gap_pct,ret_3_pct,0,0,37,10,27,0.2702702702702703,27%
1h,DL,2.0,ma_gap_pct,ret_3_pct,0,3,46,18,28,0.391304347826087,"39,1%"
1h,DL,2.0,ma_gap_pct,ret_3_pct,1,1,30,9,21,0.3,30%
1h,DL,2.0,ma_gap_pct,ret_3_pct,1,2,41,21,20,0.5121951219512195,"51,2%"
1h,DL,2.0,ma_gap_pct,ret_3_pct,1,3,33,10,23,0.30303030303030304,"30,3%"
1h,DL,2.0,ma_gap_pct,ret_3_pct,2,1,38,9,29,0.23684210526315788,"23,7%"
1h,DL,2.0,ma_gap_pct,ret_3_pct,2,2,36,12,24,0.3333333333333333,"33,3%"
1h,DL,2.0,ma_gap_pct,ret_3_pct,3,0,39,9,30,0.23076923076923078,"23,1%"
1h,DL,2.0,ma_gap_pct,ret_3_pct,3,1,39,15,24,0.38461538461538464,"38,5%"
1h,DL,2.0,ma_gap_pct,ret_3_pct,3,2,30,12,18,0.4,40%
1h,DL,2.0,ma_gap_pct,ret_5_pct,0,0,75,29,46,0.38666666666666666,"38,7%"
1h,DL,2.0,ma_gap_pct,ret_5_pct,0,1,38,9,29,0.23684210526315788,"23,7%"
1h,DL,2.0,ma_gap_pct,ret_5_pct,1,0,50,17,33,0.34,34%
1h,DL,2.0,ma_gap_pct,ret_5_pct,1,1,54,24,30,0.4444444444444444,"44,4%"
1h,DL,2.0,ma_gap_pct,ret_5_pct,2,2,57,19,38,0.3333333333333333,"33,3%"
1h,DL,2.0,ma_gap_pct,ret_5_pct,2,3,51,17,34,0.3333333333333333,"33,3%"
1h,DL,2.0,ma_gap_pct,ret_5_pct,3,2,43,12,31,0.27906976744186046,"27,9%"
1h,DL,2.0,ma_gap_pct,ret_5_pct,3,3,66,25,41,0.3787878787878788,"37,9%"
1h,DL,2.0,ma_gap_pct,rsi,0,0,86,26,60,0.3023255813953488,"30,2%"
1h,DL,2.0,ma_gap_pct,rsi,0,1,46,15,31,0.32608695652173914,"32,6%"
1h,DL,2.0,ma_gap_pct,rsi,1,0,47,16,31,0.3404255319148936,34%
1h,DL,2.0,ma_gap_pct,rsi,1,1,59,25,34,0.423728813559322,"42,4%"
1h,DL,2.0,ma_gap_pct,rsi,2,2,58,18,40,0.3103448275862069,31%
1h,DL,2.0,ma_gap_pct,rsi,2,3,58,21,37,0.3620689655172414,"36,2%"
1h,DL,2.0,ma_gap_pct,rsi,3,2,55,16,39,0.2909090909090909,"29,1%"
1h,DL,2.0,ma_gap_pct,rsi,3,3,67,26,41,0.3880597014925373,"38,8%"
1h,DL,2.0,ma_gap_pct,pos_in_range_n,0,0,81,22,59,0.2716049382716049,"27,2%"
1h,DL,2.0,ma_gap_pct,pos_in_range_n,0,1,51,19,32,0.37254901960784315,"37,3%"
1h,DL,2.0,ma_gap_pct,pos_in_range_n,1,0,52,15,37,0.28846153846153844,"28,8%"
1h,DL,2.0,ma_gap_pct,pos_in_range_n,1,1,56,26,30,0.4642857142857143,"46,4%"
1h,DL,2.0,ma_gap_pct,pos_in_range_n,2,2,60,18,42,0.3,30%
1h,DL,2.0,ma_gap_pct,pos_in_range_n,2,3,55,18,37,0.32727272727272727,"32,7%"
1h,DL,2.0,ma_gap_pct,pos_in_range_n,3,2,57,15,42,0.2631578947368421,"26,3%"
1h,DL,2.0,ma_gap_pct,pos_in_range_n,3,3,68,29,39,0.4264705882352941,"42,6%"
1h,DL,2.0,ma_gap_pct,dist_to_high_n_pct,0,2,40,15,25,0.375,"37,5%"
1h,DL,2.0,ma_gap_pct,dist_to_high_n_pct,0,3,90,25,65,0.2777777777777778,"27,8%"
1h,DL,2.0,ma_gap_pct,dist_to_high_n_pct,1,2,53,21,32,0.39622641509433965,"39,6%"
1h,DL,2.0,ma_gap_pct,dist_to_high_n_pct,1,3,37,11,26,0.2972972972972973,"29,7%"
1h,DL,2.0,ma_gap_pct,dist_to_high_n_pct,2,0,63,22,41,0.3492063492063492,"34,9%"
1h,DL,2.0,ma_gap_pct,dist_to_high_n_pct,2,1,48,15,33,0.3125,"31,2%"
1h,DL,2.0,ma_gap_pct,dist_to_high_n_pct,3,0,52,23,29,0.4423076923076923,"44,2%"
1h,DL,2.0,ma_gap_pct,dist_to_high_n_pct,3,1,57,16,41,0.2807017543859649,"28,1%"
1h,DL,2.0,ma_gap_pct,dist_to_low_n_pct,0,0,56,12,44,0.21428571428571427,"21,4%"
1h,DL,2.0,ma_gap_pct,dist_to_low_n_pct,0,1,48,23,25,0.4791666666666667,"47,9%"
1h,DL,2.0,ma_gap_pct,dist_to_low_n_pct,1,0,68,24,44,0.35294117647058826,"35,3%"
1h,DL,2.0,ma_gap_pct,dist_to_low_n_pct,1,1,36,15,21,0.4166666666666667,"41,7%"
1h,DL,2.0,ma_gap_pct,dist_to_low_n_pct,2,1,33,10,23,0.30303030303030304,"30,3%"
1h,DL,2.0,ma_gap_pct,dist_to_low_n_pct,2,2,49,19,30,0.3877551020408163,"38,8%"
1h,DL,2.0,ma_gap_pct,dist_to_low_n_pct,2,3,41,9,32,0.21951219512195122,22%
1h,DL,2.0,ma_gap_pct,dist_to_low_n_pct,3,2,45,14,31,0.3111111111111111,"31,1%"
1h,DL,2.0,ma_gap_pct,dist_to_low_n_pct,3,3,73,24,49,0.3287671232876712,"32,9%"
1h,DL,2.0,ma_gap_pct,vol_z,0,0,43,11,32,0.2558139534883721,"25,6%"
1h,DL,2.0,ma_gap_pct,vol_z,0,1,32,15,17,0.46875,"46,9%"
1h,DL,2.0,ma_gap_pct,vol_z,0,3,32,9,23,0.28125,"28,1%"
1h,DL,2.0,ma_gap_pct,vol_z,1,1,35,12,23,0.34285714285714286,"34,3%"
1h,DL,2.0,ma_gap_pct,vol_z,1,2,31,13,18,0.41935483870967744,"41,9%"
1h,DL,2.0,ma_gap_pct,vol_z,1,3,38,14,24,0.3684210526315789,"36,8%"
1h,DL,2.0,ma_gap_pct,vol_z,2,0,32,9,23,0.28125,"28,1%"
1h,DL,2.0,ma_gap_pct,vol_z,2,2,33,8,25,0.24242424242424243,"24,2%"
1h,DL,2.0,ma_gap_pct,vol_z,2,3,38,20,18,0.5263157894736842,"52,6%"
1h,DL,2.0,ma_gap_pct,vol_z,3,0,30,6,24,0.2,20%
1h,DL,2.0,ma_gap_pct,vol_z,3,1,36,11,25,0.3055555555555556,"30,6%"
1h,DL,2.0,ma_gap_pct,vol_z,3,2,42,16,26,0.38095238095238093,"38,1%"
1h,DL,2.0,dist_to_sma80_pct,atr_pct,0,2,41,14,27,0.34146341463414637,"34,1%"
1h,DL,2.0,dist_to_sma80_pct,atr_pct,0,3,62,17,45,0.27419354838709675,"27,4%"
1h,DL,2.0,dist_to_sma80_pct,atr_pct,1,0,52,20,32,0.38461538461538464,"38,5%"
1h,DL,2.0,dist_to_sma80_pct,atr_pct,1,1,39,14,25,0.358974358974359,"35,9%"
1h,DL,2.0,dist_to_sma80_pct,atr_pct,2,0,53,20,33,0.37735849056603776,"37,7%"
1h,DL,2.0,dist_to_sma80_pct,atr_pct,2,1,41,15,26,0.36585365853658536,"36,6%"
1h,DL,2.0,dist_to_sma80_pct,atr_pct,3,1,33,9,24,0.2727272727272727,"27,3%"
1h,DL,2.0,dist_to_sma80_pct,atr_pct,3,2,47,16,31,0.3404255319148936,34%
1h,DL,2.0,dist_to_sma80_pct,atr_pct,3,3,36,13,23,0.3611111111111111,"36,1%"
1h,DL,2.0,dist_to_sma80_pct,clv,0,0,63,19,44,0.30158730158730157,"30,2%"
1h,DL,2.0,dist_to_sma80_pct,clv,0,1,50,19,31,0.38,38%
1h,DL,2.0,dist_to_sma80_pct,clv,1,0,57,19,38,0.3333333333333333,"33,3%"
1h,DL,2.0,dist_to_sma80_pct,clv,1,1,39,16,23,0.41025641025641024,41%
1h,DL,2.0,dist_to_sma80_pct,clv,2,2,56,16,40,0.2857142857142857,"28,6%"
1h,DL,2.0,dist_to_sma80_pct,clv,2,3,52,16,36,0.3076923076923077,"30,8%"
1h,DL,2.0,dist_to_sma80_pct,clv,3,2,39,12,27,0.3076923076923077,"30,8%"
1h,DL,2.0,dist_to_sma80_pct,clv,3,3,62,25,37,0.4032258064516129,"40,3%"
1h,DL,2.0,dist_to_sma80_pct,range_pct,0,2,41,11,30,0.2682926829268293,"26,8%"
1h,DL,2.0,dist_to_sma80_pct,range_pct,0,3,47,15,32,0.3191489361702128,"31,9%"
1h,DL,2.0,dist_to_sma80_pct,range_pct,1,0,50,17,33,0.34,34%
1h,DL,2.0,dist_to_sma80_pct,range_pct,1,1,35,15,20,0.42857142857142855,"42,9%"
1h,DL,2.0,dist_to_sma80_pct,range_pct,2,0,46,16,30,0.34782608695652173,"34,8%"
1h,DL,2.0,dist_to_sma80_pct,range_pct,2,1,35,9,26,0.2571428571428571,"25,7%"
1h,DL,2.0,dist_to_sma80_pct,range_pct,3,1,34,12,22,0.35294117647058826,"35,3%"
1h,DL,2.0,dist_to_sma80_pct,range_pct,3,2,40,12,28,0.3,30%
1h,DL,2.0,dist_to_sma80_pct,range_pct,3,3,39,16,23,0.41025641025641024,41%
1h,DL,2.0,dist_to_sma80_pct,body_pct,0,0,35,9,26,0.2571428571428571,"25,7%"
1h,DL,2.0,dist_to_sma80_pct,body_pct,0,2,30,13,17,0.43333333333333335,"43,3%"
1h,DL,2.0,dist_to_sma80_pct,body_pct,0,3,40,10,30,0.25,25%
1h,DL,2.0,dist_to_sma80_pct,body_pct,1,1,41,14,27,0.34146341463414637,"34,1%"
1h,DL,2.0,dist_to_sma80_pct,body_pct,1,2,33,18,15,0.5454545454545454,"54,5%"
1h,DL,2.0,dist_to_sma80_pct,body_pct,1,3,32,5,27,0.15625,"15,6%"
1h,DL,2.0,dist_to_sma80_pct,body_pct,2,0,37,9,28,0.24324324324324326,"24,3%"
1h,DL,2.0,dist_to_sma80_pct,body_pct,2,1,30,9,21,0.3,30%
1h,DL,2.0,dist_to_sma80_pct,body_pct,2,2,34,9,25,0.2647058823529412,"26,5%"
1h,DL,2.0,dist_to_sma80_pct,body_pct,2,3,31,15,16,0.4838709677419355,"48,4%"
1h,DL,2.0,dist_to_sma80_pct,body_pct,3,0,35,12,23,0.34285714285714286,"34,3%"
1h,DL,2.0,dist_to_sma80_pct,body_pct,3,1,33,12,21,0.36363636363636365,"36,4%"
1h,DL,2.0,dist_to_sma80_pct,body_pct,3,2,35,14,21,0.4,40%
1h,DL,2.0,dist_to_sma80_pct,body_pct,3,3,30,9,21,0.3,30%
1h,DL,2.0,dist_to_sma80_pct,upper_wick_pct,0,2,36,14,22,0.3888888888888889,"38,9%"
1h,DL,2.0,dist_to_sma80_pct,upper_wick_pct,0,3,57,18,39,0.3157894736842105,"31,6%"
1h,DL,2.0,dist_to_sma80_pct,upper_wick_pct,1,2,44,15,29,0.3409090909090909,"34,1%"
1h,DL,2.0,dist_to_sma80_pct,upper_wick_pct,1,3,50,21,29,0.42,42%
1h,DL,2.0,dist_to_sma80_pct,upper_wick_pct,2,0,52,14,38,0.2692307692307692,"26,9%"
1h,DL,2.0,dist_to_sma80_pct,upper_wick_pct,2,1,41,16,25,0.3902439024390244,39%
1h,DL,2.0,dist_to_sma80_pct,upper_wick_pct,3,0,48,20,28,0.4166666666666667,"41,7%"
1h,DL,2.0,dist_to_sma80_pct,upper_wick_pct,3,1,46,19,27,0.41304347826086957,"41,3%"
1h,DL,2.0,dist_to_sma80_pct,lower_wick_pct,0,0,60,21,39,0.35,35%
1h,DL,2.0,dist_to_sma80_pct,lower_wick_pct,0,1,40,10,30,0.25,25%
1h,DL,2.0,dist_to_sma80_pct,lower_wick_pct,1,0,48,14,34,0.2916666666666667,"29,2%"
1h,DL,2.0,dist_to_sma80_pct,lower_wick_pct,1,1,41,18,23,0.43902439024390244,"43,9%"
1h,DL,2.0,dist_to_sma80_pct,lower_wick_pct,2,2,39,12,27,0.3076923076923077,"30,8%"
1h,DL,2.0,dist_to_sma80_pct,lower_wick_pct,2,3,55,12,43,0.21818181818181817,"21,8%"
1h,DL,2.0,dist_to_sma80_pct,lower_wick_pct,3,2,43,13,30,0.3023255813953488,"30,2%"
