timeframe,setup,rr,feature_a,feature_b,bin_a,bin_b,trades,wins,losses,win_rate,win_rate_pct
1h,DL,1.5,ma_gap_pct,ret_5_pct,1,0,50,17,33,0.34,34%
1h,DL,1.5,ma_gap_pct,ret_5_pct,1,1,55,28,27,0.509090909090909,"50,9%"
1h,DL,1.5,ma_gap_pct,ret_5_pct,2,2,57,21,36,0.3684210526315789,"36,8%"
1h,DL,1.5,ma_gap_pct,ret_5_pct,2,3,52,20,32,0.38461538461538464,"38,5%"
1h,DL,1.5,ma_gap_pct,ret_5_pct,3,2,45,17,28,0.37777777777777777,"37,8%"
1h,DL,1.5,ma_gap_pct,ret_5_pct,3,3,64,30,34,0.46875,"46,9%"
1h,DL,1.5,ma_gap_pct,rsi,0,0,86,32,54,0.37209302325581395,"37,2%"
1h,DL,1.5,ma_gap_pct,rsi,0,1,46,20,26,0.43478260869565216,"43,5%"
1h,DL,1.5,ma_gap_pct,rsi,1,0,47,17,30,0.3617021276595745,"36,2%"
1h,DL,1.5,ma_gap_pct,rsi,1,1,60,27,33,0.45,45%
1h,DL,1.5,ma_gap_pct,rsi,2,2,59,20,39,0.3389830508474576,"33,9%"
1h,DL,1.5,ma_gap_pct,rsi,2,3,58,23,35,0.39655172413793105,"39,7%"
1h,DL,1.5,ma_gap_pct,rsi,3,2,56,22,34,0.39285714285714285,"39,3%"
1h,DL,1.5,ma_gap_pct,rsi,3,3,66,30,36,0.45454545454545453,"45,5%"
1h,DL,1.5,ma_gap_pct,pos_in_range_n,0,0,81,28,53,0.345679012345679,"34,6%"
1h,DL,1.5,ma_gap_pct,pos_in_range_n,0,1,51,24,27,0.47058823529411764,"47,1%"
1h,DL,1.5,ma_gap_pct,pos_in_range_n,1,0,52,15,37,0.28846153846153844,"28,8%"
1h,DL,1.5,ma_gap_pct,pos_in_range_n,1,1,57,29,28,0.5087719298245614,"50,9%"
1h,DL,1.5,ma_gap_pct,pos_in_range_n,2,2,61,21,40,0.3442622950819672,"34,4%"
1h,DL,1.5,ma_gap_pct,pos_in_range_n,2,3,55,19,36,0.34545454545454546,"34,5%"
1h,DL,1.5,ma_gap_pct,pos_in_range_n,3,2,58,20,38,0.3448275862068966,"34,5%"
1h,DL,1.5,ma_gap_pct,pos_in_range_n,3,3,67,35,32,0.5223880597014925,"52,2%"
1h,DL,1.5,ma_gap_pct,dist_to_high_n_pct,0,2,40,18,22,0.45,45%
1h,DL,1.5,ma_gap_pct,dist_to_high_n_pct,0,3,90,33,57,0.36666666666666664,"36,7%"
1h,DL,1.5,ma_gap_pct,dist_to_high_n_pct,1,2,54,24,30,0.4444444444444444,"44,4%"
1h,DL,1.5,ma_gap_pct,dist_to_high_n_pct,1,3,37,11,26,0.2972972972972973,"29,7%"
1h,DL,1.5,ma_gap_pct,dist_to_high_n_pct,2,0,63,23,40,0.36507936507936506,"36,5%"
1h,DL,1.5,ma_gap_pct,dist_to_high_n_pct,2,1,49,17,32,0.3469387755102041,"34,7%"
1h,DL,1.5,ma_gap_pct,dist_to_high_n_pct,3,0,51,28,23,0.5490196078431373,"54,9%"
1h,DL,1.5,ma_gap_pct,dist_to_high_n_pct,3,1,58,21,37,0.3620689655172414,"36,2%"
1h,DL,1.5,ma_gap_pct,dist_to_low_n_pct,0,0,56,17,39,0.30357142857142855,"30,4%"
1h,DL,1.5,ma_gap_pct,dist_to_low_n_pct,0,1,48,27,21,0.5625,"56,2%"
1h,DL,1.5,ma_gap_pct,dist_to_low_n_pct,1,0,68,26,42,0.38235294117647056,"38,2%"
1h,DL,1.5,ma_gap_pct,dist_to_low_n_pct,1,1,37,16,21,0.43243243243243246,"43,2%"
1h,DL,1.5,ma_gap_pct,dist_to_low_n_pct,2,1,33,12,21,0.36363636363636365,"36,4%"
1h,DL,1.5,ma_gap_pct,dist_to_low_n_pct,2,2,50,19,31,0.38,38%
1h,DL,1.5,ma_gap_pct,dist_to_low_n_pct,2,3,41,12,29,0.2926829268292683,"29,3%"
1h,DL,1.5,ma_gap_pct,dist_to_low_n_pct,3,2,44,19,25,0.4318181818181818,"43,2%"
1h,DL,1.5,ma_gap_pct,dist_to_low_n_pct,3,3,74,30,44,0.40540540540540543,"40,5%"
1h,DL,1.5,ma_gap_pct,vol_z,0,0,43,12,31,0.27906976744186046,"27,9%"
1h,DL,1.5,ma_gap_pct,vol_z,0,1,32,17,15,0.53125,"53,1%"
1h,DL,1.5,ma_gap_pct,vol_z,0,3,32,11,21,0.34375,"34,4%"
1h,DL,1.5,ma_gap_pct,vol_z,1,1,35,12,23,0.34285714285714286,"34,3%"
1h,DL,1.5,ma_gap_pct,vol_z,1,2,31,14,17,0.45161290322580644,"45,2%"
1h,DL,1.5,ma_gap_pct,vol_z,1,3,39,15,24,0.38461538461538464,"38,5%"
1h,DL,1.5,ma_gap_pct,vol_z,2,0,32,10,22,0.3125,"31,2%"
1h,DL,1.5,ma_gap_pct,vol_z,2,2,35,11,24,0.3142857142857143,"31,4%"
1h,DL,1.5,ma_gap_pct,vol_z,2,3,37,20,17,0.5405405405405406,"54,1%"
1h,DL,1.5,ma_gap_pct,vol_z,3,0,30,11,19,0.36666666666666664,"36,7%"
1h,DL,1.5,ma_gap_pct,vol_z,3,1,37,13,24,0.35135135135135137,"35,1%"
1h,DL,1.5,ma_gap_pct,vol_z,3,2,41,19,22,0.4634146341463415,"46,3%"
1h,DL,1.5,dist_to_sma80_pct,atr_pct,0,2,41,18,23,0.43902439024390244,"43,9%"
1h,DL,1.5,dist_to_sma80_pct,atr_pct,0,3,62,20,42,0.3225806451612903,"32,3%"
1h,DL,1.5,dist_to_sma80_pct,atr_pct,1,0,53,22,31,0.41509433962264153,"41,5%"
1h,DL,1.5,dist_to_sma80_pct,atr_pct,1,1,39,15,24,0.38461538461538464,"38,5%"
1h,DL,1.5,dist_to_sma80_pct,atr_pct,2,0,53,21,32,0.39622641509433965,"39,6%"
1h,DL,1.5,dist_to_sma80_pct,atr_pct,2,1,41,16,25,0.3902439024390244,39%
1h,DL,1.5,dist_to_sma80_pct,atr_pct,3,1,34,13,21,0.38235294117647056,"38,2%"
1h,DL,1.5,dist_to_sma80_pct,atr_pct,3,2,47,18,29,0.3829787234042553,"38,3%"
1h,DL,1.5,dist_to_sma80_pct,atr_pct,3,3,36,16,20,0.4444444444444444,"44,4%"
1h,DL,1.5,dist_to_sma80_pct,clv,0,0,63,23,40,0.36507936507936506,"36,5%"
1h,DL,1.5,dist_to_sma80_pct,clv,0,1,50,23,27,0.46,46%
1h,DL,1.5,dist_to_sma80_pct,clv,1,0,57,23,34,0.40350877192982454,"40,4%"
1h,DL,1.5,dist_to_sma80_pct,clv,1,1,39,17,22,0.4358974358974359,"43,6%"
1h,DL,1.5,dist_to_sma80_pct,clv,2,2,56,20,36,0.35714285714285715,"35,7%"
1h,DL,1.5,dist_to_sma80_pct,clv,2,3,52,19,33,0.36538461538461536,"36,5%"
1h,DL,1.5,dist_to_sma80_pct,clv,3,2,39,17,22,0.4358974358974359,"43,6%"
1h,DL,1.5,dist_to_sma80_pct,clv,3,3,62,30,32,0.4838709677419355,"48,4%"
1h,DL,1.5,dist_to_sma80_pct,range_pct,0,2,41,15,26,0.36585365853658536,"36,6%"
1h,DL,1.5,dist_to_sma80_pct,range_pct,0,3,47,18,29,0.3829787234042553,"38,3%"
1h,DL,1.5,dist_to_sma80_pct,range_pct,1,0,51,20,31,0.39215686274509803,"39,2%"
1h,DL,1.5,dist_to_sma80_pct,range_pct,1,1,36,16,20,0.4444444444444444,"44,4%"
1h,DL,1.5,dist_to_sma80_pct,range_pct,2,0,46,17,29,0.3695652173913043,37%
1h,DL,1.5,dist_to_sma80_pct,range_pct,2,1,35,12,23,0.34285714285714286,"34,3%"
1h,DL,1.5,dist_to_sma80_pct,range_pct,3,1,34,14,20,0.4117647058823529,"41,2%"
1h,DL,1.5,dist_to_sma80_pct,range_pct,3,2,41,18,23,0.43902439024390244,"43,9%"
1h,DL,1.5,dist_to_sma80_pct,range_pct,3,3,39,18,21,0.46153846153846156,"46,2%"
1h,DL,1.5,dist_to_sma80_pct,body_pct,0,0,35,11,24,0.3142857142857143,"31,4%"
1h,DL,1.5,dist_to_sma80_pct,body_pct,0,2,30,15,15,0.5,50%
1h,DL,1.5,dist_to_sma80_pct,body_pct,0,3,40,14,26,0.35,35%
1h,DL,1.5,dist_to_sma80_pct,body_pct,1,1,42,16,26,0.38095238095238093,"38,1%"
1h,DL,1.5,dist_to_sma80_pct,body_pct,1,2,33,19,14,0.5757575757575758,"57,6%"
1h,DL,1.5,dist_to_sma80_pct,body_pct,1,3,32,7,25,0.21875,"21,9%"
1h,DL,1.5,dist_to_sma80_pct,body_pct,2,0,37,12,25,0.32432432432432434,"32,4%"
1h,DL,1.5,dist_to_sma80_pct,body_pct,2,1,30,11,19,0.36666666666666664,"36,7%"
1h,DL,1.5,dist_to_sma80_pct,body_pct,2,2,36,11,25,0.3055555555555556,"30,6%"
1h,DL,1.5,dist_to_sma80_pct,body_pct,2,3,30,15,15,0.5,50%
1h,DL,1.5,dist_to_sma80_pct,body_pct,3,0,35,15,20,0.42857142857142855,"42,9%"
1h,DL,1.5,dist_to_sma80_pct,body_pct,3,1,33,15,18,0.45454545454545453,"45,5%"
1h,DL,1.5,dist_to_sma80_pct,body_pct,3,2,34,16,18,0.47058823529411764,"47,1%"
1h,DL,1.5,dist_to_sma80_pct,body_pct,3,3,31,13,18,0.41935483870967744,"41,9%"
1h,DL,1.5,dist_to_sma80_pct,upper_wick_pct,0,2,36,15,21,0.4166666666666667,"41,7%"
1h,DL,1.5,dist_to_sma80_pct,upper_wick_pct,0,3,57,22,35,0.38596491228070173,"38,6%"
1h,DL,1.5,dist_to_sma80_pct,upper_wick_pct,1,2,44,16,28,0.36363636363636365,"36,4%"
1h,DL,1.5,dist_to_sma80_pct,upper_wick_pct,1,3,50,24,26,0.48,48%
1h,DL,1.5,dist_to_sma80_pct,upper_wick_pct,2,0,53,17,36,0.32075471698113206,"32,1%"
1h,DL,1.5,dist_to_sma80_pct,upper_wick_pct,2,1,41,18,23,0.43902439024390244,"43,9%"
1h,DL,1.5,dist_to_sma80_pct,upper_wick_pct,3,0,47,23,24,0.48936170212765956,"48,9%"
1h,DL,1.5,dist_to_sma80_pct,upper_wick_pct,3,1,46,22,24,0.4782608695652174,"47,8%"
1h,DL,1.5,dist_to_sma80_pct,lower_wick_pct,0,0,60,25,35,0.4166666666666667,"41,7%"
1h,DL,1.5,dist_to_sma80_pct,lower_wick_pct,0,1,40,14,26,0.35,35%
1h,DL,1.5,dist_to_sma80_pct,lower_wick_pct,1,0,47,18,29,0.3829787234042553,"38,3%"
1h,DL,1.5,dist_to_sma80_pct,lower_wick_pct,1,1,42,19,23,0.4523809523809524,"45,2%"
1h,DL,1.5,dist_to_sma80_pct,lower_wick_pct,2,2,40,14,26,0.35,35%
1h,DL,1.5,dist_to_sma80_pct,lower_wick_pct,2,3,55,17,38,0.3090909090909091,"30,9%"
1h,DL,1.5,dist_to_sma80_pct,lower_wick_pct,3,2,42,17,25,0.40476190476190477,"40,5%"
1h,DL,1.5,dist_to_sma80_pct,lower_wick_pct,3,3,52,27,25,0.5192307692307693,"51,9%"
1h,DL,1.5,dist_to_sma80_pct,ret_1_pct,0,0,66,28,38,0.42424242424242425,"42,4%"
1h,DL,1.5,dist_to_sma80_pct,ret_1_pct,1,0,42,15,27,0.35714285714285715,"35,7%"
1h,DL,1.5,dist_to_sma80_pct,ret_1_pct,1,1,44,20,24,0.45454545454545453,"45,5%"
1h,DL,1.5,dist_to_sma80_pct,ret_1_pct,1,2,32,14,18,0.4375,"43,8%"
1h,DL,1.5,dist_to_sma80_pct,ret_1_pct,2,2,48,17,31,0.3541666666666667,"35,4%"
1h,DL,1.5,dist_to_sma80_pct,ret_1_pct,2,3,44,18,26,0.4090909090909091,"40,9%"
1h,DL,1.5,dist_to_sma80_pct,ret_1_pct,3,1,32,12,20,0.375,"37,5%"
1h,DL,1.5,dist_to_sma80_pct,ret_1_pct,3,2,34,16,18,0.47058823529411764,"47,1%"
1h,DL,1.5,dist_to_sma80_pct,ret_1_pct,3,3,55,24,31,0.43636363636363634,"43,6%"
1h,DL,1.5,dist_to_sma80_pct,ret_3_pct,0,0,42,15,27,0.35714285714285715,"35,7%"
1h,DL,1.5,dist_to_sma80_pct,ret_3_pct,0,3,43,22,21,0.5116279069767442,"51,2%"
1h,DL,1.5,dist_to_sma80_pct,ret_3_pct,1,1,33,9,24,0.2727272727272727,"27,3%"
1h,DL,1.5,dist_to_sma80_pct,ret_3_pct,1,2,41,24,17,0.5853658536585366,"58,5%"
1h,DL,1.5,dist_to_sma80_pct,ret_3_pct,1,3,33,11,22,0.3333333333333333,"33,3%"
1h,DL,1.5,dist_to_sma80_pct,ret_3_pct,2,1,41,12,29,0.2926829268292683,"29,3%"
1h,DL,1.5,dist_to_sma80_pct,ret_3_pct,2,2,35,12,23,0.34285714285714286,"34,3%"
1h,DL,1.5,dist_to_sma80_pct,ret_3_pct,3,0,36,9,27,0.25,25%
1h,DL,1.5,dist_to_sma80_pct,ret_3_pct,3,1,35,20,15,0.5714285714285714,"57,1%"
1h,DL,1.5,dist_to_sma80_pct,ret_3_pct,3,2,33,16,17,0.48484848484848486,"48,5%"
1h,DL,1.5,dist_to_sma80_pct,ret_5_pct,0,0,82,36,46,0.43902439024390244,"43,9%"
1h,DL,1.5,dist_to_sma80_pct,ret_5_pct,0,1,32,12,20,0.375,"37,5%"
1h,DL,1.5,dist_to_sma80_pct,ret_5_pct,1,0,43,15,28,0.3488372093023256,"34,9%"
1h,DL,1.5,dist_to_sma80_pct,ret_5_pct,1,1,64,30,34,0.46875,"46,9%"
1h,DL,1.5,dist_to_sma80_pct,ret_5_pct,2,2,62,23,39,0.3709677419354839,"37,1%"
1h,DL,1.5,dist_to_sma80_pct,ret_5_pct,2,3,48,18,30,0.375,"37,5%"
1h,DL,1.5,dist_to_sma80_pct,ret_5_pct,3,2,39,16,23,0.41025641025641024,41%
1h,DL,1.5,dist_to_sma80_pct,ret_5_pct,3,3,72,34,38,0.4722222222222222,"47,2%"
1h,DL,1.5,dist_to_sma80_pct,rsi,0,0,89,33,56,0.3707865168539326,"37,1%"
1h,DL,1.5,dist_to_sma80_pct,rsi,0,1,43,18,25,0.4186046511627907,"41,9%"
1h,DL,1.5,dist_to_sma80_pct,rsi,1,0,44,16,28,0.36363636363636365,"36,4%"
1h,DL,1.5,dist_to_sma80_pct,rsi,1,1,63,30,33,0.47619047619047616,"47,6%"
1h,DL,1.5,dist_to_sma80_pct,rsi,2,2,60,20,40,0.3333333333333333,"33,3%"
1h,DL,1.5,dist_to_sma80_pct,rsi,2,3,57,25,32,0.43859649122807015,"43,9%"
1h,DL,1.5,dist_to_sma80_pct,rsi,3,2,54,23,31,0.42592592592592593,"42,6%"
1h,DL,1.5,dist_to_sma80_pct,rsi,3,3,68,31,37,0.45588235294117646,"45,6%"
1h,DL,1.5,dist_to_sma80_pct,pos_in_range_n,0,0,83,28,55,0.3373493975903614,"33,7%"
1h,DL,1.5,dist_to_sma80_pct,pos_in_range_n,0,1,49,23,26,0.46938775510204084,"46,9%"
1h,DL,1.5,dist_to_sma80_pct,pos_in_range_n,1,0,50,15,35,0.3,30%
1h,DL,1.5,dist_to_sma80_pct,pos_in_range_n,1,1,60,31,29,0.5166666666666667,"51,7%"
1h,DL,1.5,dist_to_sma80_pct,pos_in_range_n,2,2,60,21,39,0.35,35%
1h,DL,1.5,dist_to_sma80_pct,pos_in_range_n,2,3,56,21,35,0.375,"37,5%"
1h,DL,1.5,dist_to_sma80_pct,pos_in_range_n,3,2,58,22,36,0.3793103448275862,"37,9%"
1h,DL,1.5,dist_to_sma80_pct,pos_in_range_n,3,3,68,35,33,0.5147058823529411,"51,5%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_high_n_pct,0,2,39,17,22,0.4358974358974359,"43,6%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_high_n_pct,0,3,92,33,59,0.358695652173913,"35,9%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_high_n_pct,1,2,56,25,31,0.44642857142857145,"44,6%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_high_n_pct,1,3,35,11,24,0.3142857142857143,"31,4%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_high_n_pct,2,0,66,27,39,0.4090909090909091,"40,9%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_high_n_pct,2,1,47,15,32,0.3191489361702128,"31,9%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_high_n_pct,3,0,51,27,24,0.5294117647058824,"52,9%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_high_n_pct,3,1,58,23,35,0.39655172413793105,"39,7%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_low_n_pct,0,0,59,18,41,0.3050847457627119,"30,5%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_low_n_pct,0,1,44,25,19,0.5681818181818182,"56,8%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_low_n_pct,1,0,66,26,40,0.3939393939393939,"39,4%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_low_n_pct,1,1,42,16,26,0.38095238095238093,"38,1%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_low_n_pct,2,1,33,14,19,0.42424242424242425,"42,4%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_low_n_pct,2,2,55,21,34,0.38181818181818183,"38,2%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_low_n_pct,2,3,37,10,27,0.2702702702702703,27%
1h,DL,1.5,dist_to_sma80_pct,dist_to_low_n_pct,3,2,42,18,24,0.42857142857142855,"42,9%"
1h,DL,1.5,dist_to_sma80_pct,dist_to_low_n_pct,3,3,77,33,44,0.42857142857142855,"42,9%"
1h,DL,1.5,dist_to_sma80_pct,vol_z,0,0,38,11,27,0.2894736842105263,"28,9%"
1h,DL,1.5,dist_to_sma80_pct,vol_z,0,1,32,17,15,0.53125,"53,1%"
1h,DL,1.5,dist_to_sma80_pct,vol_z,0,3,35,11,24,0.3142857142857143,"31,4%"
1h,DL,1.5,dist_to_sma80_pct,vol_z,1,0,33,13,20,0.3939393939393939,"39,4%"
1h,DL,1.5,dist_to_sma80_pct,vol_z,1,1,38,12,26,0.3157894736842105,"31,6%"
1h,DL,1.5,dist_to_sma80_pct,vol_z,1,3,33,15,18,0.45454545454545453,"45,5%"
1h,DL,1.5,dist_to_sma80_pct,vol_z,2,0,34,11,23,0.3235294117647059,"32,4%"
1h,DL,1.5,dist_to_sma80_pct,vol_z,2,2,36,12,24,0.3333333333333333,"33,3%"
1h,DL,1.5,dist_to_sma80_pct,vol_z,2,3,35,19,16,0.5428571428571428,"54,3%"
1h,DL,1.5,dist_to_sma80_pct,vol_z,3,1,35,13,22,0.37142857142857144,"37,1%"
1h,DL,1.5,dist_to_sma80_pct,vol_z,3,2,40,20,20,0.5,50%
1h,DL,1.5,dist_to_sma80_pct,vol_z,3,3,30,15,15,0.5,50%
1h,DL,1.5,atr_pct,clv,0,0,31,14,17,0.45161290322580644,"45,2%"
1h,DL,1.5,atr_pct,clv,0,1,32,13,19,0.40625,"40,6%"
1h,DL,1.5,atr_pct,clv,0,2,32,15,17,0.46875,"46,9%"
1h,DL,1.5,atr_pct,clv,0,3,38,17,21,0.4473684210526316,"44,7%"
1h,DL,1.5,atr_pct,clv,1,1,33,14,19,0.42424242424242425,"42,4%"
1h,DL,1.5,atr_pct,clv,1,2,37,14,23,0.3783783783783784,"37,8%"
1h,DL,1.5,atr_pct,clv,1,3,35,15,20,0.42857142857142855,"42,9%"
1h,DL,1.5,atr_pct,clv,2,0,33,12,21,0.36363636363636365,"36,4%"
1h,DL,1.5,atr_pct,clv,2,1,34,17,17,0.5,50%
1h,DL,1.5,atr_pct,clv,2,2,35,10,25,0.2857142857142857,"28,6%"
1h,DL,1.5,atr_pct,clv,2,3,31,13,18,0.41935483870967744,"41,9%"
1h,DL,1.5,atr_pct,clv,3,0,41,13,28,0.3170731707317073,"31,7%"
1h,DL,1.5,atr_pct,clv,3,1,34,15,19,0.4411764705882353,"44,1%"
1h,DL,1.5,atr_pct,range_pct,0,0,81,35,46,0.43209876543209874,"43,2%"
1h,DL,1.5,atr_pct,range_pct,0,1,32,12,20,0.375,"37,5%"
1h,DL,1.5,atr_pct,range_pct,1,0,31,10,21,0.3225806451612903,"32,3%"
1h,DL,1.5,atr_pct,range_pct,1,1,43,21,22,0.4883720930232558,"48,8%"
1h,DL,1.5,atr_pct,range_pct,1,2,34,16,18,0.47058823529411764,"47,1%"
1h,DL,1.5,atr_pct,range_pct,2,1,36,11,25,0.3055555555555556,"30,6%"
1h,DL,1.5,atr_pct,range_pct,2,2,41,12,29,0.2926829268292683,"29,3%"
1h,DL,1.5,atr_pct,range_pct,2,3,40,22,18,0.55,55%
1h,DL,1.5,atr_pct,range_pct,3,2,47,17,30,0.3617021276595745,"36,2%"
1h,DL,1.5,atr_pct,range_pct,3,3,59,20,39,0.3389830508474576,"33,9%"
1h,DL,1.5,atr_pct,body_pct,0,0,39,15,24,0.38461538461538464,"38,5%"
1h,DL,1.5,atr_pct,body_pct,0,2,30,14,16,0.4666666666666667,"46,7%"
1h,DL,1.5,atr_pct,body_pct,0,3,35,17,18,0.4857142857142857,"48,6%"
1h,DL,1.5,atr_pct,body_pct,1,1,35,12,23,0.34285714285714286,"34,3%"
1h,DL,1.5,atr_pct,body_pct,1,2,43,20,23,0.46511627906976744,"46,5%"
1h,DL,1.5,atr_pct,body_pct,1,3,31,11,20,0.3548387096774194,"35,5%"
1h,DL,1.5,atr_pct,body_pct,2,0,31,13,18,0.41935483870967744,"41,9%"
1h,DL,1.5,atr_pct,body_pct,2,1,38,14,24,0.3684210526315789,"36,8%"
1h,DL,1.5,atr_pct,body_pct,2,2,35,15,20,0.42857142857142855,"42,9%"
1h,DL,1.5,atr_pct,body_pct,3,0,39,10,29,0.2564102564102564,"25,6%"
1h,DL,1.5,atr_pct,body_pct,3,1,31,14,17,0.45161290322580644,"45,2%"
1h,DL,1.5,atr_pct,body_pct,3,3,38,11,27,0.2894736842105263,"28,9%"
1h,DL,1.5,atr_pct,upper_wick_pct,0,0,34,17,17,0.5,50%
1h,DL,1.5,atr_pct,upper_wick_pct,0,1,33,16,17,0.48484848484848486,"48,5%"
1h,DL,1.5,atr_pct,upper_wick_pct,0,2,35,12,23,0.34285714285714286,"34,3%"
1h,DL,1.5,atr_pct,upper_wick_pct,0,3,31,14,17,0.45161290322580644,"45,2%"
1h,DL,1.5,atr_pct,upper_wick_pct,1,0,39,15,24,0.38461538461538464,"38,5%"
1h,DL,1.5,atr_pct,upper_wick_pct,1,1,34,14,20,0.4117647058823529,"41,2%"
1h,DL,1.5,atr_pct,upper_wick_pct,1,2,37,15,22,0.40540540540540543,"40,5%"
1h,DL,1.5,atr_pct,upper_wick_pct,2,0,34,9,25,0.2647058823529412,"26,5%"
1h,DL,1.5,atr_pct,upper_wick_pct,2,3,41,19,22,0.4634146341463415,"46,3%"
1h,DL,1.5,atr_pct,upper_wick_pct,3,1,37,10,27,0.2702702702702703,27%
1h,DL,1.5,atr_pct,upper_wick_pct,3,2,32,13,19,0.40625,"40,6%"
1h,DL,1.5,atr_pct,upper_wick_pct,3,3,38,12,26,0.3157894736842105,"31,6%"
1h,DL,1.5,atr_pct,lower_wick_pct,0,1,33,15,18,0.45454545454545453,"45,5%"
1h,DL,1.5,atr_pct,lower_wick_pct,0,2,37,15,22,0.40540540540540543,"40,5%"
1h,DL,1.5,atr_pct,lower_wick_pct,0,3,35,14,21,0.4,40%
1h,DL,1.5,atr_pct,lower_wick_pct,1,1,35,15,20,0.42857142857142855,"42,9%"
1h,DL,1.5,atr_pct,lower_wick_pct,1,2,36,13,23,0.3611111111111111,"36,1%"
1h,DL,1.5,atr_pct,lower_wick_pct,1,3,36,16,20,0.4444444444444444,"44,4%"
1h,DL,1.5,atr_pct,lower_wick_pct,2,0,37,16,21,0.43243243243243246,"43,2%"
1h,DL,1.5,atr_pct,lower_wick_pct,2,1,33,15,18,0.45454545454545453,"45,5%"
1h,DL,1.5,atr_pct,lower_wick_pct,2,2,32,11,21,0.34375,"34,4%"
1h,DL,1.5,atr_pct,lower_wick_pct,2,3,31,10,21,0.3225806451612903,"32,3%"
1h,DL,1.5,atr_pct,lower_wick_pct,3,0,42,13,29,0.30952380952380953,31%
1h,DL,1.5,atr_pct,lower_wick_pct,3,1,32,11,21,0.34375,"34,4%"
1h,DL,1.5,atr_pct,lower_wick_pct,3,3,31,11,20,0.3548387096774194,"35,5%"
1h,DL,1.5,atr_pct,ret_1_pct,0,1,43,17,26,0.3953488372093023,"39,5%"
1h,DL,1.5,atr_pct,ret_1_pct,0,2,47,22,25,0.46808510638297873,"46,8%"
1h,DL,1.5,atr_pct,ret_1_pct,1,0,34,14,20,0.4117647058823529,"41,2%"
1h,DL,1.5,atr_pct,ret_1_pct,1,2,37,14,23,0.3783783783783784,"37,8%"
1h,DL,1.5,atr_pct,ret_1_pct,1,3,34,12,22,0.35294117647058826,"35,3%"
1h,DL,1.5,atr_pct,ret_1_pct,2,0,34,13,21,0.38235294117647056,"38,2%"
1h,DL,1.5,atr_pct,ret_1_pct,2,1,34,11,23,0.3235294117647059,"32,4%"
1h,DL,1.5,atr_pct,ret_1_pct,2,3,40,19,21,0.475,"47,5%"
1h,DL,1.5,atr_pct,ret_1_pct,3,0,44,17,27,0.38636363636363635,"38,6%"
1h,DL,1.5,atr_pct,ret_1_pct,3,3,37,12,25,0.32432432432432434,"32,4%"
1h,DL,1.5,atr_pct,ret_3_pct,0,1,44,17,27,0.38636363636363635,"38,6%"
1h,DL,1.5,atr_pct,ret_3_pct,0,2,42,21,21,0.5,50%
1h,DL,1.5,atr_pct,ret_3_pct,1,0,30,11,19,0.36666666666666664,"36,7%"
1h,DL,1.5,atr_pct,ret_3_pct,1,1,37,13,24,0.35135135135135137,"35,1%"
1h,DL,1.5,atr_pct,ret_3_pct,1,2,36,19,17,0.5277777777777778,"52,8%"
1h,DL,1.5,atr_pct,ret_3_pct,1,3,30,10,20,0.3333333333333333,"33,3%"
1h,DL,1.5,atr_pct,ret_3_pct,2,0,37,13,24,0.35135135135135137,"35,1%"
1h,DL,1.5,atr_pct,ret_3_pct,2,2,31,9,22,0.2903225806451613,29%
1h,DL,1.5,atr_pct,ret_3_pct,2,3,36,20,16,0.5555555555555556,"55,6%"
1h,DL,1.5,atr_pct,ret_3_pct,3,0,43,11,32,0.2558139534883721,"25,6%"
1h,DL,1.5,atr_pct,ret_3_pct,3,3,43,18,25,0.4186046511627907,"41,9%"
1h,DL,1.5,atr_pct,ret_5_pct,0,1,42,22,20,0.5238095238095238,"52,4%"
1h,DL,1.5,atr_pct,ret_5_pct,0,2,51,20,31,0.39215686274509803,"39,2%"
1h,DL,1.5,atr_pct,ret_5_pct,1,1,33,12,21,0.36363636363636365,"36,4%"
1h,DL,1.5,atr_pct,ret_5_pct,1,2,38,15,23,0.39473684210526316,"39,5%"
1h,DL,1.5,atr_pct,ret_5_pct,1,3,34,13,21,0.38235294117647056,"38,2%"
1h,DL,1.5,atr_pct,ret_5_pct,2,0,36,19,17,0.5277777777777778,"52,8%"
1h,DL,1.5,atr_pct,ret_5_pct,2,1,31,9,22,0.2903225806451613,29%
1h,DL,1.5,atr_pct,ret_5_pct,2,3,45,19,26,0.4222222222222222,"42,2%"
1h,DL,1.5,atr_pct,ret_5_pct,3,0,49,17,32,0.3469387755102041,"34,7%"
1h,DL,1.5,atr_pct,ret_5_pct,3,3,34,13,21,0.38235294117647056,"38,2%"
1h,DL,1.5,atr_pct,rsi,0,1,42,21,21,0.5,50%
