scenario,config,timeframe,setup,armed_ts,ladder_touch_ts,signal_ts,fill_ts,entry,stop,risk,ladder_touch_ma,ladder_stop_ma,use_time_exit,use_breakeven,req_close_gt10,hit_1,exit_type_1,R_1,exit_ts_1,hit_1.5,exit_type_1.5,R_1.5,exit_ts_1.5,hit_2,exit_type_2,R_2,exit_ts_2,hit_3,exit_type_3,R_3,exit_ts_3
LADDER_ONLY,tx1_be1,4h,MA_LADDER,2021-01-01 08:00:00+00:00,2021-01-01 08:00:00+00:00,2021-01-01 08:00:00+00:00,2021-01-01 12:00:00+00:00,29422.02581,28764.040856666667,657.9849533333327,10,15,True,True,,False,stop,-1.0,2021-01-01 16:00:00+00:00,False,stop,-1.0,2021-01-01 16:00:00+00:00,False,stop,-1.0,2021-01-01 16:00:00+00:00,False,stop,-1.0,2021-01-01 16:00:00+00:00
LADDER_ONLY,tx1_be1,4h,MA_LADDER,2021-01-01 12:00:00+00:00,2021-01-01 16:00:00+00:00,2021-01-01 20:00:00+00:00,2021-01-02 00:00:00+00:00,29360.52581,28530.09919,830.4266199999984,15,20,True,True,,True,target,1.0,2021-01-02 12:00:00+00:00,True,target,1.5,2021-01-02 12:00:00+00:00,True,target,2.0,2021-01-02 12:00:00+00:00,True,target,3.0,2021-01-02 16:00:00+00:00
LADDER_ONLY,tx1_be1,4h,MA_LADDER,2021-01-02 00:00:00+00:00,2021-01-02 00:00:00+00:00,2021-01-02 00:00:00+00:00,2021-01-02 04:00:00+00:00,29487.02581,28787.72419,699.3016199999984,15,20,True,True,,True,target,1.0,2021-01-02 12:00:00+00:00,True,target,1.5,2021-01-02 12:00:00+00:00,True,target,2.0,2021-01-02 12:00:00+00:00,True,target,3.0,2021-01-02 12:00:00+00:00
LADDER_ONLY,tx1_be1,4h,MA_LADDER,2021-01-02 04:00:00+00:00,2021-01-03 16:00:00+00:00,2021-01-03 16:00:00+00:00,2021-01-03 20:00:00+00:00,33840.52581,31358.57419,2481.95162,10,15,True,True,,False,stop,-1.0,2021-01-04 08:00:00+00:00,False,stop,-1.0,2021-01-04 08:00:00+00:00,False,stop,-1.0,2021-01-04 08:00:00+00:00,False,stop,-1.0,2021-01-04 08:00:00+00:00
LADDER_ONLY,tx1_be1,4h,MA_LADDER,2021-01-03 20:00:00+00:00,2021-01-04 08:00:00+00:00,2021-01-04 16:00:00+00:00,2021-01-04 20:00:00+00:00,31912.52581,29436.051967777777,2476.4738422222217,45,45,True,True,,True,target,1.0,2021-01-06 04:00:00+00:00,True,target,1.5,2021-01-06 04:00:00+00:00,True,target,2.0,2021-01-06 20:00:00+00:00,True,target,3.0,2021-01-07 16:00:00+00:00
LADDER_ONLY,tx1_be1,4h,MA_LADDER,2021-01-07 08:00:00+00:00,2021-01-08 00:00:00+00:00,2021-01-08 04:00:00+00:00,2021-01-08 08:00:00+00:00,39146.02581,36365.60752333333,2780.418286666667,10,15,True,True,,True,target,1.0,2021-01-08 12:00:00+00:00,False,stop,-1.0,2021-01-10 20:00:00+00:00,False,stop,-1.0,2021-01-10 20:00:00+00:00,False,stop,-1.0,2021-01-10 20:00:00+00:00
LADDER_ONLY,tx1_be1,4h,MA_LADDER,2021-01-08 08:00:00+00:00,2021-01-08 08:00:00+00:00,2021-01-08 08:00:00+00:00,2021-01-08 12:00:00+00:00,41520.02581,37201.97419,4318.051619999998,10,15,True,True,,False,stop,-1.0,2021-01-10 20:00:00+00:00,False,stop,-1.0,2021-01-10 20:00:00+00:00,False,stop,-1.0,2021-01-10 20:00:00+00:00,False,stop,-1.0,2021-01-10 20:00:00+00:00
LADDER_ONLY,tx1_be1,4h,MA_LADDER,2021-01-08 12:00:00+00:00,2021-01-08 20:00:00+00:00,2021-01-08 20:00:00+00:00,2021-01-09 00:00:00+00:00,40950.02581,38405.60752333333,2544.418286666667,10,15,True,True,,False,stop,-1.0,2021-01-10 16:00:00+00:00,False,stop,-1.0,2021-01-10 16:00:00+00:00,False,stop,-1.0,2021-01-10 16:00:00+00:00,False,stop,-1.0,2021-01-10 16:00:00+00:00
LADDER_ONLY,tx1_be1,4h,MA_LADDER,2021-01-09 00:00:00+00:00,2021-01-09 04:00:00+00:00,2021-01-09 04:00:00+00:00,2021-01-09 08:00:00+00:00,40507.02581,37982.774190000004,2524.2516199999955,15,20,True,True,,False,stop,-1.0,2021-01-10 16:00:00+00:00,False,stop,-1.0,2021-01-10 16:00:00+00:00,False,stop,-1.0,2021-01-10 16:00:00+00:00,False,stop,-1.0,2021-01-10 16:00:00+00:00
LADDER_ONLY,tx1_be1,4h,MA_LADDER,2021-01-09 08:00:00+00:00,2021-01-09 08:00:00+00:00,2021-01-09 08:00:00+00:00,2021-01-09 12:00:00+00:00,41225.52581,38303.97419,2921.5516199999984,15,20,True,True,,False,stop,-1.0,2021-01-10 16:00:00+00:00,False,stop,-1.0,2021-01-10 16:00:00+00:00,False,stop,-1.0,2021-01-10 16:00:00+00:00,False,stop,-1.0,2021-01-10 16:00:00+00:00
